@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-spacing {c, d, ?, f}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-root {?, s, b, r, f, c}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}

@DATA
e,13.02,x,?,7.72,25.17,?,?,w
e,7.5,s,?,9.69,13.02,?,t,o
e,4.46,s,?,4.41,7.82,?,?,w
p,5.09,d,c,3.73,7.11,?,?,o
e,3.41,a,c,3.17,8.36,?,?,w
p,13.71,e,?,11.15,16.6,?,?,w
e,19.56,?,?,23.55,19.83,s,?,n
e,8.19,d,?,3.52,10.54,?,?,w
p,8.91,x,c,6.67,12.43,?,?,w
e,1.55,a,?,5.9,1.89,?,t,y
p,3.84,a,?,4.43,7.84,?,?,w
p,3.24,s,c,5.57,7.24,?,y,l
e,9.11,p,?,6.95,21.77,?,?,n
e,2.95,?,c,6.09,3.28,?,?,w
p,9.92,d,c,5.96,15.01,?,?,n
p,5.37,p,?,4.1,5.19,?,k,n
p,10.63,a,d,10.58,28.54,?,?,w
p,10.07,p,?,10.79,36.36,c,?,n
e,18.37,p,?,18.5,36.52,s,y,w
p,5.78,d,c,5.53,9.57,b,?,n
p,4.06,?,c,3.14,11.43,?,?,y
p,6.29,s,c,7.1,13.64,?,y,u
e,2.91,d,d,5.24,3.45,?,i,n
p,11.16,f,f,4.01,24.81,?,g,n
p,3.27,?,c,6.88,4.67,s,s,w
e,8.22,x,c,6.93,16.97,?,?,w
e,1.56,a,?,5.33,1.84,?,?,g
e,7.97,a,d,8.67,14.96,?,i,n
p,6.99,a,c,7.4,8.05,?,i,n
p,0.98,d,?,5.77,1.16,?,?,y
p,2.61,a,?,5.11,5.92,?,t,r
e,10.05,s,c,8.39,21.09,b,?,u
e,13.86,e,?,11.3,17.79,s,?,w
e,5.79,a,d,6.1,5.32,?,t,w
p,5.29,a,c,4.72,5.97,?,y,o
e,11.39,p,?,9.39,22.49,?,?,n
p,4.36,a,c,4.77,6.1,?,y,n
p,1.59,a,?,4.41,1.41,?,t,n
e,7.96,s,c,7.34,28.73,?,?,w
e,5.91,f,f,5.24,15.11,?,?,y
p,3.6,x,?,4.75,6.67,?,?,w
e,9.01,e,?,6.79,16.39,s,?,w
e,9.98,?,c,4.91,20.84,?,?,w
e,1.55,a,?,4.57,1.33,?,?,g
e,7.15,s,?,8.88,13.08,?,t,o
e,10.24,e,?,9.47,18.16,?,y,w
e,7.68,?,?,10.07,15.26,b,?,w
p,7.05,d,c,4.21,7.0,?,?,o
p,3.1,s,?,3.65,3.1,?,?,n
p,14.61,p,?,8.48,27.29,c,?,y
e,0.91,a,?,5.6,0.97,?,?,n
p,3.93,p,?,2.73,4.55,?,k,n
p,0.77,a,?,4.13,1.07,?,s,k
p,3.76,s,d,5.57,11.82,?,i,y
p,7.53,x,d,6.13,17.76,b,?,w
e,7.35,?,?,3.86,21.82,?,?,n
e,9.99,p,?,9.18,18.95,?,?,n
p,10.93,a,d,10.06,27.04,?,?,w
p,3.17,d,c,3.28,5.38,?,?,n
p,3.92,a,c,4.8,6.58,?,y,n
e,8.3,p,?,6.75,13.22,?,?,y
p,4.12,x,c,5.76,4.2,?,i,g
e,6.61,e,?,13.62,12.19,?,s,n
p,4.03,s,c,5.49,9.55,?,?,w
e,0.78,?,?,2.8,1.37,?,?,w
e,19.78,a,d,7.07,25.8,?,?,w
p,1.91,a,?,4.27,1.77,?,s,n
p,10.58,?,c,11.43,15.42,?,?,w
e,4.21,x,c,6.45,4.0,?,?,w
e,4.98,a,d,7.99,5.13,?,s,o
p,6.66,s,?,7.31,16.11,?,i,n
p,3.51,a,c,5.12,6.55,?,s,u
e,1.61,a,?,5.01,1.51,?,?,g
p,0.6,d,?,4.57,1.06,?,?,o
p,8.69,a,c,7.82,8.27,?,i,n
p,6.0,a,c,8.85,9.26,?,i,n
p,7.83,d,c,5.44,8.59,?,?,e
p,2.9,f,f,0.0,0.0,f,f,f
p,7.83,a,c,7.92,7.85,?,i,n
p,1.57,d,d,2.22,2.59,?,s,n
e,3.31,a,c,5.04,6.7,?,?,o
p,1.36,?,?,3.92,1.89,?,?,n
e,6.44,x,c,6.3,6.82,?,y,n
p,7.62,s,?,6.07,8.04,?,y,n
e,7.4,d,d,6.96,13.65,?,?,w
e,6.0,x,c,5.69,14.29,?,s,w
p,8.47,a,c,8.03,8.26,?,i,n
p,2.96,a,?,9.68,2.79,?,?,n
e,1.61,a,?,7.73,2.81,?,t,y
p,7.94,p,?,11.55,31.03,c,?,n
p,7.46,a,?,10.73,16.68,s,?,n
e,8.5,a,?,9.04,15.56,?,?,g
e,7.82,p,?,5.62,12.7,?,?,e
p,7.47,a,?,5.61,9.76,s,?,n
e,1.7,d,d,4.91,2.57,?,i,n
p,8.44,?,?,16.18,18.31,?,?,w
p,0.81,a,?,4.1,0.93,?,s,k
e,5.52,a,d,6.55,5.09,?,t,g
e,14.88,e,?,10.06,17.83,?,?,w
e,11.31,?,?,11.92,17.81,b,?,w
e,9.04,f,f,3.7,12.57,?,?,y
e,7.83,p,d,7.9,12.47,?,s,n
e,14.57,e,?,8.31,17.67,s,?,w
e,2.59,?,d,5.26,4.03,?,?,w
e,5.25,f,f,7.15,53.59,?,?,n
e,5.39,s,d,3.71,9.26,?,s,g
p,12.66,d,c,6.34,14.23,?,?,n
p,1.95,?,?,7.04,2.87,?,?,y
p,14.14,d,c,5.41,30.81,?,k,n
e,9.95,e,c,9.54,11.36,?,i,n
p,2.97,e,c,4.62,3.65,?,k,w
e,10.96,?,c,4.84,20.6,?,?,w
e,5.49,e,c,5.52,9.71,?,y,n
e,27.07,p,?,19.42,85.23,?,?,n
p,3.48,a,d,3.95,2.77,?,h,w
e,8.2,e,?,6.26,13.52,b,?,w
e,5.26,x,c,5.78,6.47,?,s,n
e,10.3,p,?,9.03,23.15,?,?,n
e,10.07,?,c,4.86,21.05,?,?,w
e,5.17,a,c,3.53,13.59,?,?,w
e,8.26,d,d,6.38,12.71,?,i,n
e,15.29,p,?,15.12,32.6,s,y,w
e,7.69,e,?,6.32,12.88,b,?,w
p,0.67,a,?,4.1,1.0,?,s,k
p,4.93,e,?,7.05,7.02,?,?,y
p,7.6,s,c,7.98,20.36,?,y,y
p,0.55,?,?,3.46,0.7,?,?,y
p,4.75,x,d,6.81,5.61,?,?,n
p,5.17,s,d,4.92,12.73,?,i,y
e,4.0,f,f,3.42,12.44,?,?,y
p,19.99,d,c,6.69,31.42,?,k,k
p,7.5,?,c,10.59,13.87,?,?,w
p,6.98,x,c,5.54,16.11,?,?,y
e,12.45,s,c,7.34,20.31,?,?,u
p,1.05,?,c,4.68,2.63,?,?,n
p,15.34,p,?,4.27,33.23,?,?,n
p,7.34,x,c,7.48,13.07,?,?,w
p,4.03,p,?,3.21,5.14,?,k,n
p,2.82,a,c,3.11,3.42,?,i,w
p,3.22,?,c,5.8,4.54,s,s,w
e,7.54,p,?,6.3,16.76,?,?,n
e,8.1,p,?,6.87,13.21,?,?,y
p,1.41,?,?,3.55,1.31,?,?,n
p,4.41,?,c,0.0,0.0,f,f,f
p,6.85,s,?,5.18,7.1,?,y,n
e,1.56,?,d,5.08,2.54,?,?,w
p,9.11,s,c,6.38,15.84,?,y,e
e,6.37,e,c,3.41,11.47,?,?,w
p,7.54,s,c,4.67,10.41,?,?,p
e,10.57,e,?,8.4,16.58,s,?,w
p,2.21,?,c,5.93,3.36,?,?,n
p,4.42,s,?,4.07,3.4,?,?,n
p,3.66,e,c,4.06,3.52,?,k,w
e,6.59,d,c,5.57,8.36,?,s,w
p,8.3,x,?,13.55,8.88,r,g,n
e,6.23,e,?,12.44,12.95,?,s,w
p,8.72,d,?,5.61,13.52,?,?,w
p,2.86,d,c,3.03,7.14,?,?,w
p,3.75,?,c,0.0,0.0,f,f,f
e,16.98,?,?,18.97,17.71,s,?,n
p,1.66,?,?,5.29,2.53,?,s,n
p,2.09,?,c,6.0,2.88,?,?,n
e,4.45,x,c,6.14,3.88,?,?,w
e,8.79,?,?,3.84,22.34,?,?,n
e,15.9,p,?,13.99,65.38,?,?,n
e,7.36,e,c,6.02,10.16,?,y,n
e,7.66,d,c,2.26,13.11,?,?,w
p,10.66,d,d,4.78,25.03,?,?,w
p,1.5,d,d,2.62,2.7,?,s,n
e,1.69,d,?,7.07,2.19,?,t,y
e,4.81,p,?,5.9,12.55,?,?,n
e,6.37,s,c,5.37,9.72,b,i,n
p,11.92,p,?,9.27,36.13,?,?,e
e,2.75,a,d,7.3,3.89,?,i,n
e,6.27,p,?,6.3,14.54,?,?,y
p,8.3,?,c,11.16,13.81,?,?,w
e,7.45,p,?,9.81,22.21,?,y,w
e,10.39,s,c,8.17,36.42,?,?,w
p,9.67,x,?,9.8,21.09,s,?,u
e,2.4,?,d,5.83,4.85,?,?,w
e,1.06,?,?,3.59,1.75,?,?,w
p,1.41,a,?,4.27,1.26,?,t,n
e,3.77,d,c,4.36,5.94,?,?,n
p,1.8,?,?,5.44,2.79,?,s,n
e,6.81,s,?,8.88,11.66,?,t,o
p,10.95,p,?,8.9,23.36,?,?,u
p,7.57,x,c,5.73,10.64,?,?,w
p,5.63,s,d,5.37,14.11,r,i,n
e,8.01,d,d,5.74,12.9,?,?,w
e,7.07,d,c,4.96,17.62,?,?,w
e,4.07,a,d,4.43,2.45,?,s,n
e,21.62,a,d,8.81,26.28,?,?,w
p,10.98,a,?,13.01,25.88,r,?,y
e,1.53,d,?,6.27,2.15,?,t,y
p,5.38,s,d,5.17,12.94,?,i,y
e,9.43,d,d,7.69,11.42,?,i,n
p,3.15,d,c,3.27,6.56,?,?,w
p,0.69,a,?,3.8,0.93,?,s,k
e,4.22,f,f,6.8,7.83,?,?,o
e,9.82,d,c,5.6,17.12,?,?,w
e,3.43,?,d,4.75,4.44,?,?,w
p,13.05,s,?,8.23,17.84,?,i,n
p,0.81,a,?,4.4,1.02,?,h,k
e,3.83,a,c,4.16,6.48,?,?,e
e,0.79,?,?,3.12,1.57,?,?,w
e,10.1,p,d,8.17,12.12,?,s,n
e,6.71,x,c,6.44,13.66,?,?,w
e,9.65,d,c,5.83,24.26,?,?,w
e,8.47,?,?,4.49,22.94,?,?,n
e,2.52,?,c,6.12,2.83,?,?,w
e,13.95,e,?,9.1,17.71,?,?,w
p,6.02,d,c,3.96,6.76,?,?,y
e,13.39,a,d,6.78,21.63,?,?,w
e,9.51,p,?,7.42,17.52,?,?,n
p,2.75,a,?,8.3,2.49,?,?,n
p,2.95,d,c,3.58,6.12,?,?,n
p,4.51,?,c,3.47,12.34,?,?,y
e,8.18,s,c,8.36,33.61,?,?,w
e,17.1,d,c,8.73,26.37,s,?,w
p,6.64,?,?,9.89,12.51,?,s,w
p,7.33,d,c,6.52,6.22,?,?,n
p,3.64,s,c,4.63,6.88,?,?,w
e,6.55,e,c,4.49,12.12,?,?,w
p,9.01,p,?,6.01,18.97,?,?,e
p,7.09,d,?,4.67,12.97,?,t,r
p,8.48,e,?,8.75,16.35,?,y,w
e,4.38,x,c,7.73,8.8,b,?,n
p,6.62,s,?,5.27,7.4,?,y,n
e,6.8,d,d,6.68,12.99,?,?,w
p,6.52,d,?,4.35,12.51,?,t,r
p,6.39,s,c,4.32,9.38,?,?,p
p,2.63,f,f,0.0,0.0,f,f,f
p,8.18,p,?,10.75,28.78,c,?,n
e,1.48,?,d,5.39,2.56,?,?,w
e,4.72,x,c,5.89,3.41,?,?,w
p,2.77,d,c,3.25,7.82,?,?,w
p,8.2,s,?,5.63,8.37,?,y,n
e,5.4,f,f,6.86,21.6,?,?,n
p,6.26,d,c,5.73,10.47,b,?,n
p,2.01,?,?,7.69,2.84,?,?,y
e,11.38,p,?,7.03,22.42,?,?,n
p,11.92,d,c,5.07,25.6,?,?,g
e,7.66,x,c,7.01,15.82,?,?,w
e,3.56,p,?,4.56,10.3,?,?,n
p,4.94,x,?,4.5,5.99,?,?,w
e,3.4,f,f,5.97,6.4,?,?,y
p,4.56,?,c,0.0,0.0,f,f,f
p,1.51,?,?,3.57,1.31,?,?,n
e,4.61,a,d,6.61,4.93,?,k,n
p,3.34,s,c,6.15,8.98,?,?,w
p,3.75,x,?,4.34,6.45,?,?,w
p,5.94,s,d,5.66,14.43,r,y,w
p,3.2,a,?,4.6,7.0,?,?,w
p,3.08,s,c,4.41,6.13,?,?,w
p,2.73,?,c,5.64,4.42,s,s,w
e,2.65,a,d,3.74,2.59,?,s,n
p,3.17,a,?,4.93,5.49,?,t,r
e,3.32,d,c,4.77,5.31,?,?,g
p,0.67,?,?,3.16,0.74,?,?,y
p,5.08,x,c,4.55,11.93,?,?,w
e,5.17,x,c,6.85,13.39,?,?,w
p,2.92,?,c,6.98,3.8,?,?,n
p,3.65,x,c,8.4,4.03,?,?,n
e,5.16,a,d,7.86,6.2,?,s,n
e,9.03,s,c,5.11,18.51,b,?,u
p,5.79,?,c,3.61,14.74,?,?,y
p,4.78,d,c,3.43,6.27,?,?,o
e,4.8,s,?,5.36,9.37,?,?,w
e,3.81,d,?,5.74,6.59,?,t,o
e,5.9,x,c,6.89,7.15,?,s,n
e,11.46,s,c,8.45,21.54,?,?,u
e,5.11,x,c,5.98,8.88,?,s,n
p,7.32,x,c,10.48,11.41,r,i,w
e,7.44,d,c,2.15,10.47,?,?,w
e,8.66,s,c,5.76,32.68,?,?,w
e,6.36,d,?,3.52,8.27,?,?,w
p,12.11,a,d,11.76,34.02,?,?,w
p,10.61,d,d,6.08,23.91,?,?,w
e,10.55,d,c,5.72,24.43,?,?,w
e,15.8,a,d,7.39,22.96,?,?,w
p,2.65,a,?,6.76,2.35,?,?,w
e,6.8,p,?,6.93,16.34,?,?,y
e,3.45,p,?,4.01,9.4,?,?,y
p,13.95,e,?,17.11,16.94,s,y,w
e,9.03,d,c,4.87,16.17,?,?,w
p,3.64,x,c,4.05,3.02,b,i,n
e,10.32,a,d,8.91,15.39,?,i,n
e,5.51,a,c,6.02,14.98,?,?,g
p,5.42,e,?,5.95,6.08,?,?,y
p,17.42,d,c,6.71,36.43,?,k,k
p,9.81,d,c,5.5,14.46,?,?,n
p,3.39,?,c,7.23,4.67,s,s,w
p,10.82,s,?,6.75,16.73,?,i,n
e,13.49,d,c,6.79,29.09,?,?,w
e,8.82,a,c,4.67,14.39,?,?,w
p,7.06,a,c,9.53,10.32,?,y,n
p,4.96,a,c,5.8,8.18,?,g,o
e,13.29,?,?,5.93,25.58,b,?,n
e,5.49,a,?,6.3,8.17,?,?,r
e,10.33,d,c,2.38,13.15,?,?,w
p,3.71,s,?,3.74,2.92,?,?,n
e,4.12,x,d,4.68,3.24,?,?,y
p,13.88,a,?,14.4,24.36,r,?,y
p,3.52,f,f,0.0,0.0,f,f,f
p,11.19,e,?,10.2,11.89,?,?,w
p,13.26,e,?,11.23,14.24,?,?,w
p,6.43,?,c,6.48,6.85,?,?,w
e,2.54,?,c,5.6,5.83,?,s,w
p,1.55,a,?,3.63,2.42,?,?,w
e,3.64,a,c,3.64,7.78,?,?,w
e,8.71,s,?,10.35,13.44,?,i,n
p,3.02,a,?,4.49,6.4,?,t,y
e,10.3,d,c,2.21,13.62,?,?,w
p,1.07,a,d,3.27,1.5,?,?,n
p,6.29,x,c,6.67,17.1,?,?,y
e,3.96,d,?,5.9,7.37,?,t,o
p,3.99,a,c,4.7,7.21,?,y,o
e,20.39,p,?,18.33,35.98,s,y,w
p,1.52,a,?,3.96,1.2,?,t,n
p,5.49,x,c,4.5,14.13,?,?,y
e,10.17,p,?,7.93,17.52,?,?,n
e,8.01,?,?,6.14,23.05,b,?,n
e,44.12,p,?,6.0,34.46,?,k,k
e,7.66,p,?,13.16,25.93,?,y,w
e,7.44,a,c,6.44,17.04,?,?,g
p,6.37,d,c,7.57,8.27,?,?,n
p,3.96,a,c,4.45,5.94,?,y,o
p,1.5,?,c,4.27,2.44,?,?,n
e,9.05,p,d,8.57,12.99,?,s,n
e,3.1,f,f,4.52,33.57,?,?,n
e,4.3,d,d,3.86,7.26,?,?,w
p,0.66,?,?,3.32,0.61,?,?,y
p,16.51,e,?,17.86,17.96,s,y,w
e,17.51,a,d,8.82,25.44,?,?,w
p,2.42,a,?,4.44,5.36,?,t,r
p,2.89,?,?,7.71,5.15,?,?,w
e,3.97,a,c,4.29,10.04,?,?,w
p,3.56,s,c,6.14,9.14,?,?,w
p,12.98,s,?,7.22,18.78,?,i,n
p,1.83,?,?,7.38,2.52,?,?,y
p,10.19,a,?,16.05,25.57,r,?,y
p,3.13,a,?,9.82,2.47,?,?,g
e,9.24,p,d,6.64,12.69,?,s,n
p,11.99,p,?,8.37,30.73,?,?,u
e,14.53,e,?,11.1,17.12,s,?,w
p,2.69,a,?,9.47,2.41,?,?,n
p,4.15,x,?,5.44,6.64,?,?,w
p,4.19,s,c,5.52,9.21,?,?,w
p,4.67,a,?,4.83,8.47,?,?,y
p,3.64,x,c,4.72,3.61,b,i,n
e,11.27,a,c,6.52,22.33,s,?,w
e,7.82,p,d,7.26,13.2,?,s,n
e,4.94,d,c,4.19,7.11,?,s,w
e,12.68,x,?,7.01,21.86,?,?,p
p,8.22,?,?,18.19,18.45,?,?,w
p,7.1,x,c,8.24,13.54,?,?,w
p,0.73,?,?,3.39,0.77,?,?,y
e,11.91,e,?,8.25,15.81,s,?,w
e,10.15,?,?,7.11,26.22,b,?,n
e,7.99,p,d,7.1,12.18,?,s,n
e,8.14,a,c,6.66,18.23,?,?,w
p,1.89,a,c,7.11,2.6,?,t,y
e,6.78,a,c,4.54,15.43,?,?,w
p,5.66,f,f,5.69,31.88,?,g,w
e,10.79,p,?,7.21,22.11,?,?,n
e,8.51,s,?,10.13,11.88,?,i,o
e,8.89,s,c,6.77,21.33,b,?,u
p,3.6,a,c,5.53,5.39,?,s,u
p,3.27,a,?,8.68,2.66,?,?,g
e,9.99,s,c,8.07,21.47,?,?,b
p,4.14,s,?,4.53,3.45,?,?,n
e,13.55,e,?,9.1,16.93,?,?,w
e,13.3,x,c,8.34,21.53,?,?,w
e,6.85,e,?,6.58,13.87,b,?,y
p,4.34,x,c,8.31,4.31,?,?,p
e,3.84,a,c,4.64,10.33,?,?,w
e,6.12,e,?,13.49,13.09,?,s,w
p,8.13,d,?,4.61,13.1,?,t,n
e,6.92,d,d,5.18,11.45,?,?,w
p,6.33,a,c,8.06,7.85,?,i,n
e,6.63,p,?,5.12,11.85,?,?,y
p,6.32,e,c,12.23,13.01,?,y,w
e,14.71,d,c,6.78,24.24,s,?,w
e,9.64,?,c,5.15,21.63,?,?,w
e,5.43,e,c,3.58,11.21,?,?,w
p,7.71,s,c,4.69,9.84,?,?,p
e,7.18,s,c,6.09,10.04,b,i,n
e,12.79,x,c,8.87,25.4,?,?,w
p,9.53,a,?,13.53,23.37,r,?,o
p,14.47,a,d,12.32,31.65,?,?,w
p,2.05,?,c,5.81,2.83,?,?,n
e,9.49,e,c,7.29,10.56,?,i,n
p,6.15,?,?,8.42,11.85,?,s,w
e,3.7,a,c,3.47,9.57,?,?,w
e,4.21,?,c,6.82,6.8,?,s,w
p,6.11,x,c,4.8,11.4,?,?,w
p,5.53,s,d,3.61,12.87,r,i,n
p,7.9,?,c,1.52,14.04,?,?,n
p,3.81,x,?,5.22,6.79,?,?,w
p,1.59,?,?,3.17,1.39,?,?,n
p,5.47,?,?,9.42,12.53,?,s,w
e,11.8,e,?,10.52,19.08,s,?,w
e,3.73,p,?,4.27,9.98,?,?,n
e,2.51,a,d,7.87,4.43,?,i,n
p,9.26,x,c,10.32,12.13,r,i,w
e,7.22,a,?,8.52,14.71,?,?,g
e,7.39,d,d,6.68,12.25,?,?,w
p,1.68,d,d,1.99,2.57,?,s,n
e,7.14,a,?,6.2,12.66,?,?,w
e,2.38,a,d,8.07,3.55,?,i,n
p,6.36,d,c,5.45,5.31,?,?,e
p,15.73,e,?,17.58,17.59,s,y,w
e,6.02,e,c,3.84,10.97,?,?,w
p,1.55,?,?,6.1,2.57,?,?,y
e,4.98,f,f,4.83,15.0,?,?,y
e,5.43,a,d,5.39,4.92,?,t,w
p,9.67,x,?,9.51,20.5,s,?,u
e,7.67,p,?,5.39,16.54,?,?,n
e,19.14,a,d,6.64,21.86,?,?,w
p,8.06,d,?,4.71,12.33,?,t,r
p,11.93,p,?,9.35,25.75,?,?,u
e,1.05,?,?,3.0,1.59,?,?,w
p,3.5,e,c,4.92,3.64,?,k,w
p,2.08,?,?,7.64,3.06,?,?,y
p,9.99,d,c,8.46,17.6,?,?,p
e,4.85,a,?,7.2,8.25,?,?,r
e,5.02,d,?,5.97,7.67,?,?,r
p,18.74,d,c,6.79,40.8,?,k,k
e,8.41,a,c,4.35,14.38,?,?,w
p,10.2,p,?,9.01,27.75,?,?,e
p,3.15,a,c,3.91,3.46,?,i,w
e,2.94,?,c,6.33,3.19,?,?,w
p,5.3,x,c,7.0,12.83,?,?,w
p,7.86,e,?,7.62,14.45,?,y,w
e,6.39,f,f,4.74,18.83,?,?,n
e,11.07,x,c,7.78,23.25,?,?,w
p,3.31,a,?,5.46,3.53,?,y,y
p,3.48,s,c,4.91,6.4,?,?,w
e,44.16,p,?,6.53,31.87,?,k,n
p,8.43,?,c,10.97,15.97,?,?,w
p,17.55,d,d,8.11,28.08,?,?,w
e,6.67,f,f,6.24,15.09,?,?,y
p,3.53,?,?,10.62,5.75,?,?,w
p,2.12,a,c,7.98,2.49,?,t,y
e,6.5,e,?,12.8,13.39,?,s,n
p,5.6,a,c,5.21,6.25,?,i,y
p,11.2,a,d,9.98,26.47,?,?,w
p,8.58,f,f,3.16,24.42,?,g,n
p,7.88,a,c,6.61,7.27,?,i,n
p,2.85,a,?,4.66,4.9,?,t,r
p,3.31,d,c,3.65,9.04,?,?,w
e,6.25,x,c,6.63,14.46,?,?,w
e,8.75,a,c,4.71,16.39,?,?,w
e,5.63,d,d,6.24,11.79,?,?,w
e,4.19,a,d,5.52,3.62,?,s,g
p,2.22,a,?,5.2,2.23,?,s,n
p,2.8,d,c,2.27,4.78,?,?,w
p,1.05,?,c,3.63,2.7,?,?,n
p,8.05,e,c,12.57,12.34,?,y,w
p,10.36,p,?,10.24,28.71,c,?,n
p,5.01,?,c,0.0,0.0,f,f,f
e,4.69,e,?,5.87,11.46,b,?,y
e,2.71,?,c,5.28,5.5,?,s,w
p,1.34,f,f,4.12,5.81,?,?,y
p,6.06,d,c,6.83,9.0,?,?,n
e,1.39,a,?,4.79,1.44,?,?,g
p,4.64,s,?,4.05,3.19,?,?,n
p,3.97,x,d,5.97,4.98,?,?,y
e,6.7,d,c,5.64,8.97,?,s,w
p,16.45,d,c,5.01,23.92,?,?,g
p,1.36,?,?,5.13,2.6,?,s,n
p,0.92,?,c,2.75,2.08,?,?,n
p,4.56,a,?,4.63,7.18,?,?,y
e,6.6,f,f,7.78,22.74,?,?,n
p,5.25,s,d,4.78,13.48,?,i,y
e,5.19,f,f,5.9,42.26,?,?,n
e,1.01,a,?,5.56,1.01,?,?,n
p,2.83,f,f,0.0,0.0,f,f,f
p,2.51,s,?,4.23,2.88,?,?,n
p,4.66,?,c,0.0,0.0,f,f,f
e,1.37,?,d,5.13,2.52,?,?,w
p,5.69,d,c,5.98,6.3,?,?,n
p,1.48,a,?,4.06,1.66,?,t,n
e,3.0,?,c,6.6,2.99,?,?,w
e,5.87,x,c,7.41,10.92,?,s,n
e,7.55,a,c,6.09,15.12,?,?,w
p,15.01,e,?,17.62,17.39,s,y,w
e,10.55,x,?,5.3,20.83,?,?,p
p,3.07,x,?,4.97,6.15,?,?,w
p,4.84,f,f,0.0,0.0,f,f,f
e,6.32,e,c,11.84,11.17,?,s,w
e,4.54,p,?,4.09,10.81,?,?,y
e,8.87,e,?,9.63,17.72,s,?,w
e,4.34,s,?,3.8,5.56,?,?,w
p,4.83,x,?,12.54,5.13,r,g,n
e,7.52,x,c,8.19,13.73,?,?,w
e,6.46,e,?,12.6,11.74,?,s,w
e,3.57,a,d,6.49,5.12,?,s,n
p,1.61,a,?,5.11,1.53,?,t,n
p,4.09,?,?,10.24,5.77,?,?,w
e,9.63,e,?,8.12,15.33,?,y,w
p,3.37,?,c,6.1,4.56,s,s,w
e,9.1,s,?,10.63,14.24,?,i,n
p,8.07,x,d,6.31,17.7,b,?,w
p,5.07,?,c,6.31,7.46,?,?,w
e,3.56,x,d,4.0,2.87,?,?,y
p,6.15,s,d,5.47,13.99,?,i,y
p,1.38,a,?,3.99,1.42,?,t,n
p,3.56,a,c,6.2,5.14,?,s,u
p,1.56,a,?,4.42,1.55,?,t,n
p,0.7,a,?,3.59,1.03,?,s,k
e,5.39,f,f,6.06,41.52,?,?,n
p,2.95,a,?,3.76,6.22,?,?,w
p,8.18,d,c,8.56,16.3,?,?,p
p,8.37,x,c,9.99,12.04,r,i,w
p,2.05,a,?,4.8,2.8,?,?,w
p,1.72,?,?,4.09,1.75,?,?,n
p,3.19,x,?,5.38,7.04,?,?,w
p,13.48,a,?,14.6,26.14,r,?,o
e,3.29,a,d,3.2,2.14,?,s,g
p,5.79,e,?,8.51,8.01,?,?,y
e,13.24,?,?,13.46,22.07,b,?,w
e,5.35,e,c,5.41,9.71,?,y,n
p,0.64,?,?,3.51,0.74,?,?,y
e,3.94,?,c,6.39,6.44,?,s,w
p,14.42,e,?,18.2,18.06,s,y,w
p,1.47,a,?,4.23,1.47,?,t,n
e,11.29,x,?,7.19,24.27,?,?,n
e,6.73,s,c,5.36,10.37,b,i,w
p,4.32,a,c,6.59,6.33,?,s,u
p,13.56,s,?,7.58,17.73,?,i,n
p,8.32,d,?,4.48,12.07,?,t,n
e,12.53,e,c,17.74,13.13,?,s,w
p,2.71,f,f,0.0,0.0,f,f,f
p,1.07,?,c,3.9,2.57,?,?,n
e,8.67,?,c,4.14,16.85,?,?,w
p,8.0,s,c,4.57,10.11,?,?,p
e,3.25,?,c,6.11,2.83,?,?,w
p,4.9,e,?,6.74,7.28,?,?,o
e,10.2,d,d,10.17,12.22,?,i,n
e,5.42,?,?,5.78,22.56,b,?,n
e,5.75,d,?,3.38,8.44,?,?,w
p,1.56,d,d,2.18,2.42,?,s,n
p,7.98,?,?,13.78,15.78,?,?,w
p,2.42,a,?,7.59,2.43,?,?,n
p,5.05,x,d,5.99,5.57,?,?,y
p,4.09,f,f,5.07,30.65,?,g,w
p,4.27,f,f,5.79,32.39,?,g,w
e,8.47,s,c,5.36,22.75,?,?,w
p,13.7,p,?,6.74,24.84,c,?,y
p,5.66,d,c,5.03,9.87,b,?,n
p,3.45,x,c,8.98,4.58,?,?,n
p,5.24,p,?,3.31,5.87,?,k,n
e,4.4,p,?,4.61,11.59,?,?,n
e,23.3,p,?,19.2,78.13,?,?,n
e,12.01,p,?,7.26,23.63,?,?,n
p,10.11,s,?,7.27,16.53,?,i,n
e,5.14,x,c,5.62,4.72,?,s,n
e,5.64,x,c,7.22,15.24,?,?,w
p,8.23,s,c,4.59,9.89,?,?,p
e,5.42,f,f,3.91,14.32,?,?,y
p,2.63,d,c,2.77,6.65,?,?,w
p,5.88,a,c,4.92,6.05,?,i,y
p,11.61,p,?,9.91,30.96,?,?,u
e,5.13,f,f,4.65,19.02,?,?,n
p,1.47,d,d,2.02,2.6,?,s,n
p,5.19,p,?,3.58,6.02,?,k,n
e,4.76,a,d,7.42,4.55,?,s,g
p,12.52,e,?,11.06,14.94,?,?,w
p,6.45,a,c,10.93,10.45,?,y,y
p,11.71,e,?,16.47,16.1,s,y,w
p,11.29,e,?,16.6,16.69,s,y,w
