@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE veil-type {u, ?}
@ATTRIBUTE veil-color {w, ?, y, u, n, k, e}
@ATTRIBUTE has-ring {t, f}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE spore-print-color {?, w, n, p, k, g, r, u}

@DATA
p,x,i,o,o,?,y,?,?,t,r,n
p,b,t,y,g,?,n,?,?,t,f,?
p,s,s,g,w,?,w,?,?,f,f,?
e,f,y,w,w,?,n,?,?,t,m,?
e,x,y,w,n,?,w,?,w,t,e,?
e,f,h,k,w,s,g,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,f,?,y,n,?,w,?,?,f,f,?
e,x,h,n,n,s,n,?,?,t,r,?
p,x,i,y,k,i,n,?,k,t,z,k
e,f,s,n,w,i,n,?,?,f,f,?
e,s,s,u,n,?,n,?,?,f,f,?
p,x,?,o,o,?,o,?,?,f,f,w
p,s,k,w,w,?,w,?,?,f,f,?
p,f,h,o,w,y,w,u,w,t,p,?
p,f,g,o,w,y,w,u,w,t,g,?
e,p,g,w,g,?,w,?,?,f,f,?
e,x,y,e,w,?,n,?,w,t,e,?
e,x,s,n,w,s,n,?,?,f,f,?
e,x,?,u,u,?,w,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
p,o,?,e,f,g,n,?,?,f,f,?
p,b,?,n,n,?,n,?,w,f,f,k
p,o,?,e,f,g,n,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,f,y,o,y,?,y,?,?,f,f,?
e,f,y,w,n,?,w,?,w,t,e,?
p,x,t,o,y,g,o,?,?,f,f,?
e,s,?,n,w,?,n,?,?,f,f,?
p,x,?,w,w,i,w,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,p,y,g,w,s,w,?,?,t,z,?
p,x,t,n,w,?,w,?,?,f,f,?
e,x,h,n,w,s,n,?,?,t,r,?
p,s,w,u,g,s,u,?,?,f,f,?
e,f,y,w,w,s,w,?,?,t,e,?
p,s,d,o,y,?,o,?,?,f,f,?
e,x,?,n,w,?,w,u,w,t,g,?
e,x,?,y,w,?,g,?,?,f,f,?
p,x,g,e,p,s,k,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,x,h,o,n,y,n,?,?,t,z,?
p,o,l,g,f,f,f,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
e,s,?,y,f,?,y,?,?,f,f,?
p,s,d,o,o,?,o,?,?,f,f,?
p,x,y,o,o,?,y,?,?,t,r,n
e,x,?,n,p,?,u,?,?,f,f,?
p,f,?,o,o,?,o,?,?,f,f,w
p,s,k,y,n,k,n,?,?,t,f,?
p,s,t,r,w,?,g,?,?,f,f,?
p,x,i,y,n,i,n,?,k,t,z,k
p,f,i,k,w,?,w,?,?,f,f,p
p,x,t,n,w,?,w,?,?,f,f,?
e,p,y,w,w,?,n,?,?,t,m,?
p,x,g,y,y,?,y,?,?,f,f,?
e,x,?,e,w,s,w,?,?,f,f,?
e,f,s,w,w,s,w,?,?,t,e,?
p,x,i,y,n,i,n,?,k,t,z,k
p,x,g,w,w,?,e,?,?,f,f,?
e,x,s,n,w,t,y,?,?,f,f,?
p,o,?,g,f,g,n,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
p,b,y,n,w,s,w,?,?,t,z,?
e,x,w,n,g,?,w,?,?,f,f,?
p,x,g,e,p,?,n,?,?,f,f,?
e,x,s,u,w,?,w,?,?,f,f,?
e,x,t,n,w,s,n,u,w,f,f,?
p,x,i,y,o,?,y,?,?,t,r,n
p,f,k,w,p,?,n,?,?,f,f,p
p,f,d,b,w,s,n,?,?,f,f,?
p,f,t,p,r,t,r,?,?,f,f,?
p,x,s,e,y,?,y,?,?,f,f,?
e,x,d,w,w,?,w,?,?,f,f,?
e,o,l,n,f,?,n,?,?,f,f,g
e,f,s,n,n,i,o,?,?,f,f,?
p,x,?,g,u,?,g,?,u,f,f,?
e,x,y,e,w,?,n,?,w,t,e,?
p,x,i,l,p,?,w,?,?,f,f,p
p,f,k,y,n,k,n,?,?,t,f,?
e,f,t,n,o,t,w,?,?,f,f,?
e,x,h,n,w,y,n,?,?,t,r,?
e,x,y,n,w,y,n,?,?,f,f,?
e,p,s,w,n,?,w,?,?,t,l,?
e,x,s,n,n,?,n,?,w,t,p,?
p,x,?,n,n,s,n,?,?,f,f,k
p,s,d,o,o,?,y,?,?,f,f,?
e,s,t,w,y,?,w,?,?,f,f,w
p,b,h,n,n,t,n,?,?,f,f,?
p,b,t,n,p,i,n,?,?,f,f,?
p,f,?,b,w,?,w,?,?,f,f,?
p,f,h,r,w,?,w,u,w,t,p,?
p,s,d,y,o,?,y,?,?,f,f,?
e,x,h,n,w,s,n,u,w,f,f,?
p,x,g,n,p,s,k,?,?,f,f,?
e,f,w,n,g,?,w,?,?,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
p,f,k,n,n,k,n,?,?,t,f,?
e,b,h,k,g,s,g,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
p,s,w,n,n,?,n,?,?,f,f,?
p,f,t,n,w,g,n,?,?,f,f,?
p,s,w,u,g,s,u,?,?,f,f,?
p,f,l,y,y,?,y,?,?,f,f,?
e,f,w,n,g,?,w,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
e,f,d,n,p,?,n,?,?,f,f,?
e,s,d,u,p,?,g,?,?,f,f,?
p,s,h,g,g,t,n,?,?,f,f,?
p,s,d,n,n,?,n,?,?,f,f,?
e,x,?,b,u,?,w,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
p,x,t,l,n,y,n,?,?,t,e,u
p,b,w,u,g,s,u,?,?,f,f,?
e,s,?,y,f,?,y,?,?,f,f,?
e,o,y,y,y,k,n,?,?,f,f,?
p,o,?,e,f,g,n,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
p,x,?,p,w,?,y,?,?,f,f,?
p,b,y,e,w,k,w,?,?,t,e,?
p,o,?,g,f,g,g,?,?,f,f,?
p,c,k,y,y,?,w,?,?,f,f,?
p,x,k,w,n,?,w,?,?,f,f,?
e,x,?,b,w,?,w,?,?,f,f,?
p,f,y,p,w,k,w,?,?,t,e,?
p,o,?,w,f,g,w,?,?,t,f,?
e,x,d,n,w,y,w,?,?,f,f,?
e,x,t,o,y,k,n,?,?,f,f,?
p,x,e,e,g,?,e,?,w,t,z,?
p,o,?,g,f,g,g,?,?,f,f,?
e,f,d,b,b,?,w,?,?,f,f,?
p,f,k,n,p,?,n,?,?,f,f,p
p,f,?,b,w,?,w,?,?,f,f,?
e,f,t,n,o,t,o,?,?,f,f,?
e,x,s,o,o,?,o,?,?,f,f,?
e,x,?,w,n,?,w,?,?,f,f,?
p,p,?,n,p,?,n,?,?,f,f,w
p,f,y,y,y,y,u,?,?,f,f,?
e,x,s,n,y,?,n,?,w,t,p,?
p,f,h,e,w,?,w,?,?,f,f,?
p,x,s,n,r,y,n,?,?,f,f,?
e,x,t,n,n,t,g,?,?,t,l,?
p,x,d,o,y,?,y,?,?,t,r,n
p,c,k,y,p,?,w,?,?,f,f,?
e,x,s,n,w,s,n,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
e,f,s,n,w,i,w,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,x,t,y,y,?,w,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
e,f,?,u,b,?,b,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,x,y,w,g,?,w,?,?,t,l,?
p,x,t,n,p,?,w,?,n,t,z,?
e,x,y,n,g,?,w,?,?,f,f,?
p,x,?,w,r,?,y,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
p,f,k,y,n,k,n,?,?,t,f,?
p,x,d,w,w,h,w,?,?,f,f,?
p,f,?,n,y,?,n,?,?,f,f,?
p,o,s,n,f,f,f,?,?,t,f,?
p,f,y,e,w,k,w,?,?,t,e,?
p,x,s,r,r,i,n,?,?,f,f,?
p,f,t,y,y,?,y,?,?,f,f,?
e,b,g,w,g,?,w,?,?,f,f,?
p,x,i,n,n,i,n,?,k,t,z,k
e,f,h,n,n,s,w,?,w,f,f,k
e,x,?,n,g,?,u,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
e,f,h,k,g,s,g,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
p,x,?,n,w,?,n,?,?,f,f,?
p,f,y,e,n,k,w,?,?,t,e,?
p,f,?,y,n,?,w,?,?,f,f,?
p,p,y,w,k,?,w,?,?,f,f,?
e,x,y,n,p,y,n,?,?,f,f,?
e,x,i,n,p,?,w,?,?,t,r,?
p,x,d,e,y,?,n,?,?,f,f,?
p,s,t,g,n,?,n,?,?,f,f,?
e,x,h,n,n,y,n,?,?,t,r,?
e,x,s,b,o,?,w,?,?,f,f,?
e,s,?,y,f,?,y,?,?,f,f,?
e,f,h,n,k,s,w,?,w,f,f,k
p,x,i,n,k,i,n,?,k,t,z,k
p,x,t,n,w,?,w,?,?,f,f,?
e,x,?,n,w,?,w,u,w,t,g,?
e,f,w,y,f,?,y,?,?,f,f,?
p,f,?,y,n,?,w,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
e,x,d,y,r,?,e,?,?,f,f,?
p,x,?,n,k,s,n,?,?,f,f,k
e,s,?,w,w,?,w,?,?,f,f,?
p,f,l,n,y,?,y,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,x,?,n,y,?,n,?,?,f,f,?
p,x,t,n,b,?,n,?,?,f,f,?
e,x,d,n,e,?,y,?,?,f,f,?
e,f,h,o,n,t,n,?,?,f,f,?
p,x,e,n,n,?,n,?,n,f,f,?
e,p,y,n,p,y,w,?,?,t,l,?
e,x,i,n,p,y,w,?,?,t,p,?
p,x,?,e,g,?,y,?,?,f,f,?
p,s,d,o,o,?,y,?,?,f,f,?
p,b,y,n,p,?,w,?,?,f,f,?
e,x,y,n,y,?,w,?,?,f,f,?
p,s,w,u,u,s,u,?,?,f,f,?
e,f,s,o,n,i,o,?,?,f,f,?
p,x,e,e,n,?,e,?,w,t,z,?
e,x,s,u,n,?,w,?,?,f,f,?
p,x,y,w,w,?,w,?,?,t,l,?
e,x,s,w,p,?,w,?,w,t,e,?
e,x,?,y,w,?,w,u,w,t,g,?
e,x,t,n,o,t,w,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
p,x,y,w,g,?,w,?,?,t,l,?
p,f,s,w,w,?,w,?,?,f,f,?
p,x,t,o,n,y,o,?,?,t,z,?
e,x,?,g,w,?,w,?,?,f,f,?
e,x,w,n,y,?,n,?,?,f,f,?
e,x,d,n,y,?,y,?,?,f,f,?
e,x,e,n,w,?,w,?,?,f,f,?
p,f,d,n,y,?,n,?,?,f,f,?
p,x,s,y,k,?,y,u,w,t,z,k
p,x,d,n,y,i,y,?,?,t,?,?
e,f,t,n,o,t,o,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,x,?,n,w,?,n,?,?,f,f,p
e,f,s,b,w,s,n,?,?,f,f,?
e,x,d,e,e,?,o,?,?,f,f,?
p,b,s,k,k,?,y,?,?,f,f,?
p,s,t,y,y,?,y,?,?,f,f,?
p,x,i,k,g,?,k,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
e,s,t,o,o,?,w,?,?,f,f,?
p,f,h,r,w,?,w,u,w,t,g,?
e,x,g,n,p,?,n,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,x,t,n,p,?,w,?,n,t,z,?
e,f,s,k,w,?,w,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,f,h,n,y,?,y,?,?,f,f,?
p,s,t,n,n,?,n,?,?,f,f,?
e,x,h,y,y,?,y,?,y,t,?,?
p,b,t,n,p,i,n,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
p,b,y,l,g,y,n,?,?,t,e,u
e,s,d,p,p,?,g,?,?,f,f,?
p,x,k,n,n,?,n,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
e,x,e,n,w,?,w,?,?,t,?,?
p,x,h,o,w,y,w,u,w,t,g,?
e,f,s,w,w,?,w,?,?,f,f,?
e,f,s,w,y,?,w,?,?,f,f,w
e,x,?,n,w,?,w,u,w,t,g,?
e,x,t,y,y,?,w,?,?,f,f,?
e,p,?,g,w,?,w,?,?,f,f,?
p,x,?,w,w,i,w,?,?,f,f,?
p,f,s,o,o,?,o,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
p,f,s,y,f,?,y,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,x,y,g,w,?,w,?,?,f,f,?
p,f,w,n,n,?,n,?,?,f,f,?
p,o,t,w,w,f,f,?,?,f,f,n
e,x,t,o,y,s,n,?,?,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
p,c,i,y,n,?,w,?,?,f,f,?
p,x,t,y,y,?,y,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
e,x,h,n,n,t,g,?,?,t,l,?
e,x,?,n,w,s,w,?,?,f,f,?
p,f,?,g,w,?,w,u,w,t,g,?
e,x,h,o,y,k,o,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
p,x,t,e,w,?,w,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
e,f,s,b,w,s,n,?,?,f,f,?
p,b,s,o,y,?,k,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
p,x,g,o,y,?,y,?,?,f,f,?
e,f,s,n,n,i,n,?,?,f,f,?
e,x,s,n,y,?,n,?,w,t,p,?
e,p,d,o,n,y,w,?,?,f,f,?
p,f,?,u,w,?,w,?,?,f,f,?
e,s,s,n,k,?,w,?,?,f,f,w
e,x,h,g,n,t,w,?,?,t,l,?
p,o,l,g,f,f,f,?,?,f,f,?
e,f,w,y,f,?,y,?,?,f,f,?
e,x,t,y,w,t,y,?,?,f,f,?
e,f,g,o,y,i,o,?,?,f,f,?
p,x,g,n,p,h,k,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
p,f,d,n,w,?,e,?,?,f,f,?
e,b,y,n,n,?,w,?,?,f,f,?
e,f,s,n,w,i,n,?,?,t,?,w
e,s,t,p,o,?,w,?,?,f,f,?
e,x,h,n,k,s,w,?,w,f,f,k
e,x,w,g,g,?,w,?,?,f,f,?
p,f,h,n,n,?,y,?,?,f,f,?
e,x,t,w,k,?,w,?,?,f,f,w
e,x,?,w,w,?,y,u,w,t,g,?
p,s,d,e,n,?,n,?,?,f,f,?
p,o,s,g,f,f,f,?,?,t,f,?
p,x,w,n,w,g,n,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,b,?,n,n,?,g,?,w,f,f,k
p,f,t,n,n,?,n,?,?,f,f,?
e,f,s,y,n,?,p,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
p,x,t,r,n,?,n,?,?,f,f,?
p,p,?,n,p,?,n,?,?,f,f,p
e,x,d,y,y,?,e,?,?,f,f,?
e,o,y,y,y,k,n,?,?,f,f,?
p,x,t,r,n,?,n,?,?,f,f,?
e,s,s,y,n,?,w,?,?,f,f,?
e,p,t,n,y,?,n,?,?,f,f,?
p,b,t,y,y,t,r,?,?,f,f,?
e,x,?,r,r,?,r,?,?,f,f,?
e,f,s,w,n,?,w,?,w,t,e,?
p,x,t,e,w,g,n,?,?,f,f,?
p,f,s,o,y,?,y,?,?,f,f,?
p,f,k,y,n,k,n,?,?,t,f,?
e,x,t,n,o,t,w,?,?,f,f,?
p,f,l,n,y,?,n,?,?,f,f,?
e,x,s,n,w,t,y,?,?,f,f,?
e,f,?,n,g,?,u,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,f,s,o,y,?,n,?,?,f,f,?
p,o,?,k,f,g,n,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
p,s,k,n,y,k,k,?,?,f,f,?
e,x,s,n,w,i,n,?,?,t,?,w
e,c,h,n,w,s,n,u,w,f,f,?
p,x,d,n,w,?,n,?,?,f,f,?
p,o,t,r,o,?,n,?,?,f,f,?
e,x,w,n,g,?,w,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,x,?,p,g,?,y,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,x,g,y,n,s,n,?,?,f,f,?
e,p,s,w,g,?,w,?,?,t,r,?
e,p,t,n,y,?,n,?,?,f,f,?
p,o,?,k,f,g,n,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
p,x,?,n,n,s,n,?,?,f,f,k
p,x,?,w,g,?,y,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
e,s,l,w,p,?,w,?,?,f,f,?
e,b,g,g,g,s,g,?,?,f,f,?
e,f,?,g,g,?,u,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,x,g,e,w,y,w,u,w,t,p,?
p,f,w,p,r,t,y,?,?,f,f,?
p,f,g,n,y,?,n,?,?,f,f,?
p,x,e,n,n,?,n,?,e,f,f,?
e,x,s,n,p,i,w,?,?,f,f,p
p,o,?,k,f,g,g,?,?,f,f,?
e,c,g,n,p,?,n,?,?,f,f,?
p,s,w,n,n,?,n,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,e,?
p,c,k,w,y,?,w,?,?,f,f,?
e,x,?,y,w,?,w,?,?,f,f,?
p,x,y,w,p,?,w,?,?,t,l,?
e,p,g,g,g,?,w,?,?,f,f,?
e,x,k,n,n,?,y,?,?,f,f,?
p,x,e,y,e,?,e,?,?,f,f,?
p,f,?,o,o,?,o,?,?,f,f,w
e,b,y,n,n,?,w,?,?,f,f,?
e,x,?,n,w,?,w,u,w,t,g,?
e,x,t,n,o,t,o,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
e,f,s,w,n,?,w,?,?,t,l,?
e,c,g,e,p,?,n,?,?,f,f,?
p,f,g,o,w,y,w,u,w,t,g,?
e,s,?,y,f,?,o,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
p,x,g,w,w,?,n,?,?,f,f,?
e,c,?,g,f,?,n,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
p,f,t,n,n,?,n,?,?,f,f,?
p,b,s,y,y,?,y,u,w,t,z,k
e,x,s,w,w,?,w,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
p,c,i,y,r,?,w,?,?,f,f,?
p,o,?,n,f,g,n,?,?,f,f,?
e,x,s,n,p,i,w,?,?,f,f,p
e,f,?,n,w,?,w,u,w,t,g,?
e,s,?,n,f,?,o,?,?,f,f,?
p,s,k,w,w,?,w,?,?,f,f,?
e,s,?,n,f,?,y,?,?,f,f,?
e,x,?,y,w,?,w,u,w,t,g,?
p,x,t,n,w,?,w,?,?,f,f,?
p,f,d,n,y,k,k,?,?,f,f,?
p,f,?,u,w,?,w,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,b,?,n,g,s,n,?,?,f,f,?
e,p,?,n,w,?,w,?,?,f,f,?
p,f,k,w,w,?,w,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
p,x,s,n,y,i,n,?,?,f,f,?
p,f,?,w,p,?,p,?,?,f,f,?
p,x,g,y,y,?,w,?,?,f,f,?
e,c,g,n,w,?,g,?,?,f,f,?
p,x,g,p,n,h,k,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
p,x,d,w,p,h,w,?,?,f,f,?
e,f,h,n,y,s,o,?,?,f,f,?
p,x,g,n,w,y,w,u,w,t,p,?
p,f,d,b,y,s,n,?,?,f,f,?
p,x,d,o,y,?,n,?,?,f,f,?
p,x,?,n,w,i,w,?,?,f,f,?
e,f,?,l,b,?,u,?,?,f,f,?
e,x,t,y,y,?,w,?,?,f,f,?
p,x,t,n,g,y,n,?,?,f,f,?
e,x,s,u,n,?,n,?,?,f,f,?
e,x,s,n,w,i,n,?,?,f,f,p
p,x,h,r,w,?,w,u,w,t,g,?
p,x,k,n,p,?,n,?,?,f,f,p
p,x,t,n,n,y,o,?,?,t,z,?
e,x,s,n,w,i,n,?,?,f,f,p
p,f,?,o,o,?,y,?,?,f,f,w
p,f,?,o,o,?,o,?,?,f,f,w
p,s,d,n,n,?,e,?,?,f,f,?
p,x,y,y,y,y,y,?,?,t,?,?
e,x,w,y,f,?,y,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,f,t,n,p,i,g,?,?,f,f,?
e,f,?,y,w,?,w,?,?,f,f,?
e,x,d,n,n,?,n,?,?,f,f,?
p,x,k,w,p,?,n,?,?,f,f,p
e,b,g,w,w,?,y,?,?,f,f,?
e,f,w,y,f,?,y,?,?,f,f,?
e,f,d,b,o,?,w,?,?,f,f,?
p,x,?,n,n,?,u,?,u,f,f,?
p,f,l,e,e,?,y,?,?,f,f,?
e,x,d,n,y,?,y,?,?,f,f,?
p,x,?,n,n,s,n,?,?,f,f,k
p,b,?,n,n,?,n,?,w,f,f,k
e,p,?,n,w,?,w,?,?,f,f,?
p,s,?,y,o,?,w,?,?,t,f,?
p,x,y,r,n,y,w,?,?,t,e,u
p,x,e,n,e,?,e,?,?,f,f,?
p,x,s,y,y,g,o,?,?,f,f,?
e,s,?,w,w,?,w,?,?,f,f,?
e,o,l,n,f,?,n,?,?,f,f,g
e,o,l,n,f,?,n,?,?,f,f,g
e,f,?,n,w,?,w,?,?,f,f,?
e,f,y,n,n,?,w,?,?,t,r,?
p,f,k,w,p,?,n,?,?,f,f,p
p,s,d,y,o,?,y,?,?,f,f,?
p,p,t,n,n,t,y,?,?,t,e,?
p,s,t,p,p,?,p,?,?,t,f,?
p,b,t,y,k,?,n,?,?,t,f,?
e,x,?,g,w,?,g,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
e,x,s,y,w,i,n,?,?,t,?,w
p,x,g,e,p,?,n,?,?,f,f,?
e,x,s,n,p,i,w,?,?,f,f,p
p,f,h,r,w,?,w,u,w,t,g,?
p,s,t,r,w,t,n,?,?,f,f,?
e,s,t,p,o,?,w,?,?,f,f,?
e,c,t,n,w,s,w,u,w,f,f,?
p,x,s,n,g,y,n,?,?,f,f,?
e,f,s,o,y,i,o,?,?,f,f,?
e,x,?,n,n,?,n,?,w,t,?,?
p,f,?,b,w,?,w,?,?,f,f,?
e,s,d,u,p,?,g,?,?,f,f,?
e,x,e,l,w,?,w,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
e,x,s,n,w,s,n,?,?,f,f,?
e,x,t,n,n,t,w,?,?,t,l,?
e,f,w,y,f,?,y,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
e,f,y,n,w,?,n,?,w,t,e,?
p,f,h,r,w,?,w,u,w,t,g,?
p,f,d,n,y,k,n,?,?,f,f,?
p,x,h,o,y,g,o,?,?,f,f,?
p,x,y,w,g,?,w,?,?,t,l,?
p,b,?,n,n,?,g,?,w,f,f,k
e,f,h,g,g,s,g,?,?,f,f,?
e,p,s,w,k,s,w,?,?,t,e,?
e,x,d,n,y,?,y,?,?,f,f,?
e,o,y,y,y,k,n,?,?,f,f,?
p,f,w,n,y,?,n,?,?,f,f,?
e,f,?,p,w,s,w,?,?,f,f,?
p,b,y,w,k,?,w,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
p,o,s,w,w,f,f,?,?,f,f,n
p,s,k,w,w,?,w,?,?,f,f,?
p,s,w,o,y,?,n,?,?,f,f,?
e,p,y,n,p,y,w,?,?,t,p,?
e,x,t,g,n,t,g,?,?,t,l,?
p,b,i,e,g,?,o,?,?,f,f,?
e,x,h,n,n,s,w,?,w,f,f,k
e,f,w,g,k,?,w,?,?,f,f,?
p,o,s,g,f,f,f,?,?,t,f,?
e,x,?,n,w,?,g,?,?,f,f,?
p,x,g,o,y,?,w,?,?,f,f,?
p,c,t,y,y,?,y,?,?,f,f,?
e,f,s,e,w,i,n,?,?,t,?,w
p,x,y,n,n,y,y,?,?,t,?,?
p,x,y,n,w,y,y,?,?,t,r,?
e,f,e,b,b,?,w,?,?,t,f,?
e,x,?,n,w,?,w,u,w,t,g,?
p,f,d,n,n,i,y,?,?,t,?,?
e,f,s,w,k,?,w,?,?,f,f,w
e,x,s,w,p,?,w,?,w,t,e,?
e,x,?,w,w,?,w,u,y,t,g,?
p,x,w,p,p,?,p,?,?,f,f,?
e,s,?,y,w,?,g,?,?,f,f,?
p,x,i,e,k,?,y,?,?,f,f,?
e,x,s,y,w,t,y,?,?,f,f,?
p,c,h,n,n,?,y,?,?,f,f,?
p,f,i,k,p,?,w,?,?,f,f,p
p,x,?,o,o,?,y,?,?,f,f,w
p,x,e,e,y,?,e,?,w,t,z,?
p,b,t,n,g,?,n,?,?,t,f,?
p,x,t,n,w,g,n,?,?,f,f,?
p,x,e,e,w,?,y,?,w,t,z,?
p,x,i,e,e,?,e,?,?,f,f,n
p,x,s,g,r,y,n,?,?,f,f,?
p,f,t,n,p,i,n,?,?,f,f,?
p,x,g,y,n,s,n,?,?,f,f,?
p,p,y,n,k,?,w,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,x,?,n,w,?,w,u,w,t,g,?
p,s,k,w,w,?,w,?,?,f,f,?
p,x,i,n,n,i,n,?,k,t,z,k
e,x,?,n,p,?,u,?,?,f,f,?
p,s,t,g,w,t,g,?,?,f,f,?
p,f,w,p,p,?,p,?,?,f,f,?
e,b,g,w,g,?,w,?,?,f,f,?
e,s,?,w,w,?,w,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
p,o,?,n,f,g,n,?,?,f,f,?
e,x,t,o,n,?,n,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
p,x,y,n,y,y,y,?,?,t,?,?
p,x,g,n,n,s,n,?,?,f,f,?
p,p,t,n,n,t,y,?,?,t,e,?
e,f,h,k,w,s,g,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
e,f,h,n,y,s,o,?,?,f,f,?
e,x,h,n,k,s,w,?,w,f,f,k
e,x,s,w,n,?,w,?,?,t,l,?
p,s,h,n,g,t,n,?,?,f,f,?
p,p,y,n,g,s,w,?,?,t,z,?
e,f,s,n,w,s,n,?,?,f,f,?
p,c,e,w,y,?,w,?,?,f,f,?
p,x,g,n,n,s,k,?,?,f,f,?
e,x,h,n,n,?,n,?,w,t,p,?
e,o,l,n,f,?,n,?,?,f,f,g
p,x,y,y,n,y,y,?,?,t,?,?
p,s,d,y,o,?,o,?,?,f,f,?
e,x,g,n,w,?,n,?,?,f,f,?
p,b,s,e,k,?,o,?,?,f,f,?
e,x,d,n,e,?,y,?,?,f,f,?
e,s,t,w,k,?,w,?,?,f,f,w
