@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,7.72,y,6.31,24.54,n,e,d
p,4.68,p,3.36,13.17,y,f,d
e,7.48,n,6.07,10.48,n,f,m
p,7.78,y,4.87,15.65,y,f,d
p,8.16,n,7.52,7.38,n,z,d
e,6.44,b,7.16,9.56,n,f,l
p,7.53,n,8.29,12.2,n,f,d
e,4.22,n,6.18,7.85,w,f,d
p,7.99,r,11.26,17.28,w,p,d
e,10.04,g,6.24,19.04,u,f,l
e,7.23,n,6.07,13.19,w,f,d
p,2.54,k,8.41,2.26,n,f,g
p,5.82,n,1.4,12.93,y,f,d
p,7.23,g,9.0,18.67,u,f,d
p,7.26,e,3.37,24.93,n,f,d
p,8.75,n,17.22,17.9,w,f,d
p,7.25,e,5.88,17.01,w,f,d
p,6.74,n,7.94,16.26,w,p,d
e,9.84,u,6.19,18.1,b,f,d
p,16.03,k,5.42,27.03,r,f,d
p,7.25,e,9.22,10.65,n,z,d
e,2.13,u,5.86,4.78,w,f,d
p,4.02,n,8.79,4.31,n,f,l
p,3.17,e,4.34,3.28,w,e,d
e,2.97,n,5.8,2.51,w,f,d
e,5.81,n,6.43,15.05,y,f,d
e,7.36,n,7.15,16.39,w,f,d
e,1.1,n,6.29,1.13,n,f,d
p,13.84,e,4.29,43.1,n,f,d
e,8.53,y,8.76,16.26,y,?,d
e,4.7,l,5.3,8.42,r,f,d
e,6.54,n,5.52,9.7,n,f,g
e,4.91,b,6.65,9.92,n,f,l
p,5.33,o,6.21,8.82,o,f,g
p,7.54,e,5.91,17.42,w,f,d
e,13.4,w,4.98,23.43,w,f,d
p,4.35,u,3.48,6.88,y,f,d
e,10.66,n,6.27,24.79,n,f,d
p,6.4,y,9.77,10.34,n,?,d
p,7.01,e,5.97,9.02,n,f,d
e,8.65,y,5.49,15.3,w,f,d
e,9.57,n,7.64,10.77,n,f,d
e,7.76,n,5.99,10.07,n,f,g
e,7.72,o,5.81,12.89,w,f,d
e,5.27,y,5.56,11.75,y,f,d
p,2.6,g,0.0,0.0,f,f,d
p,6.89,n,7.86,10.28,e,f,d
e,6.07,n,5.87,5.01,g,l,d
e,6.11,y,5.77,11.05,w,g,d
p,10.83,r,4.45,21.62,g,f,l
p,2.55,g,0.0,0.0,f,f,d
e,8.69,n,7.73,18.23,n,p,d
e,11.2,w,4.65,25.45,w,f,d
p,16.55,g,5.45,26.47,n,f,g
p,7.82,u,9.6,21.33,n,f,d
e,12.95,w,6.3,25.95,w,f,d
e,5.87,w,6.54,13.43,w,g,d
e,10.93,o,5.62,17.62,w,f,d
e,6.08,w,4.7,12.77,w,e,g
e,2.41,u,7.06,4.69,w,f,d
e,9.43,n,8.09,18.71,n,p,d
e,1.47,g,4.95,2.52,w,f,d
e,5.15,n,5.43,8.28,w,f,l
p,12.19,y,8.43,29.65,e,f,d
e,4.47,w,7.94,9.07,w,?,d
e,5.27,g,4.59,8.44,w,f,d
p,0.62,p,3.91,0.91,k,f,d
p,12.19,w,7.04,17.58,n,f,d
p,4.44,p,3.37,11.95,y,f,d
e,1.97,u,6.43,4.81,w,f,d
p,9.11,n,7.11,11.31,n,f,d
p,1.0,w,2.97,1.45,n,f,l
p,1.58,n,4.7,1.61,n,f,h
p,5.61,y,7.46,8.47,w,f,d
e,8.41,n,7.37,13.73,w,f,d
p,2.58,r,4.45,5.7,y,f,g
p,5.29,e,6.26,6.26,n,f,d
p,7.37,e,5.61,16.5,w,f,d
p,5.64,e,5.64,17.16,w,f,d
p,1.8,n,4.32,1.58,n,f,d
p,4.28,w,4.13,2.61,n,f,g
p,8.51,p,7.7,15.36,p,f,d
p,7.07,e,13.68,6.45,n,f,d
p,7.1,y,7.64,7.31,n,z,d
p,1.08,w,3.2,1.61,e,f,d
e,7.27,n,7.21,13.58,n,f,d
p,1.49,n,2.59,2.66,n,f,d
e,5.51,n,6.14,6.02,n,r,d
p,4.3,y,5.04,11.67,y,f,d
e,8.94,y,7.7,16.38,w,f,d
p,8.93,n,8.77,18.79,g,f,d
p,6.77,r,4.75,14.82,n,f,d
p,4.46,e,3.33,11.95,y,f,d
p,5.83,o,3.99,7.03,y,f,h
e,10.11,n,9.98,16.12,n,?,d
p,7.83,n,6.98,25.53,w,f,d
e,7.15,n,7.17,5.69,w,l,d
p,0.62,y,3.36,0.75,w,f,d
e,0.86,e,5.34,1.04,n,f,d
p,6.72,w,4.6,13.59,y,f,d
p,9.43,n,8.55,25.97,e,f,d
p,3.08,w,6.91,3.23,p,f,l
e,10.39,l,2.57,13.7,w,f,d
e,9.59,n,5.44,20.86,n,f,d
p,4.28,n,0.0,0.0,f,f,d
e,2.84,n,4.08,9.09,y,f,d
e,13.58,w,20.46,18.92,n,m,m
p,5.72,y,4.49,7.05,n,f,d
p,8.18,u,7.8,18.83,e,f,d
e,7.77,w,3.51,10.28,w,f,d
p,5.9,y,4.68,12.55,y,f,d
e,3.3,w,4.51,3.23,y,f,g
e,7.72,n,6.61,13.56,n,?,d
p,3.0,w,3.73,2.69,n,f,g
p,3.54,u,4.97,4.29,u,f,l
e,1.09,n,5.34,1.02,n,f,d
p,3.36,w,4.0,2.57,w,f,g
e,4.78,n,8.07,9.78,n,?,d
e,8.08,y,8.35,16.05,w,f,d
p,9.34,n,3.44,25.78,n,f,d
p,19.37,o,5.62,34.0,n,f,d
p,3.1,g,9.35,2.52,n,f,g
e,8.42,e,5.76,23.37,n,e,d
p,3.8,y,6.01,7.52,w,f,d
p,14.78,e,17.44,17.13,w,p,d
p,9.63,n,10.72,11.46,w,f,h
e,1.51,n,6.27,1.92,y,f,g
p,2.53,n,5.53,2.43,g,f,d
e,4.51,g,5.49,2.91,n,f,d
p,1.95,y,5.72,2.91,n,f,d
p,4.76,e,7.08,6.32,n,f,d
p,5.08,g,8.88,11.66,w,z,d
p,7.59,y,5.81,17.1,y,f,d
e,10.15,o,4.92,17.47,w,f,d
p,2.02,n,8.06,3.24,y,f,g
e,9.15,n,4.31,23.39,n,f,d
p,13.01,n,10.88,14.69,w,g,d
e,4.27,w,8.04,10.63,n,?,g
p,3.21,g,0.0,0.0,f,f,d
e,13.56,w,10.71,19.13,w,l,m
p,3.15,n,3.88,3.24,n,f,g
e,2.97,n,6.13,2.84,w,f,d
e,8.13,n,6.23,10.06,n,f,d
p,2.45,e,8.83,2.68,w,f,d
e,1.67,y,7.32,3.01,y,f,h
p,2.56,g,4.95,2.0,n,f,d
e,4.95,w,6.73,8.23,l,f,d
p,4.61,o,4.79,6.52,o,z,d
p,6.95,y,7.69,7.91,n,z,d
p,0.86,p,4.25,1.05,k,f,d
p,4.37,n,6.14,4.72,w,f,d
p,2.44,n,2.95,5.53,n,f,d
e,4.34,n,5.92,3.86,g,f,d
e,4.57,n,5.0,5.43,g,l,d
e,3.28,y,3.87,9.55,w,f,d
p,4.69,r,7.36,9.59,n,e,d
e,7.48,w,3.57,8.49,w,f,d
e,4.06,n,5.89,8.12,o,f,d
e,5.94,y,3.88,14.54,y,f,d
p,3.47,e,4.16,5.57,e,f,d
p,2.45,e,3.24,3.41,e,f,d
p,6.18,n,6.14,8.12,e,f,d
e,6.19,n,6.81,14.36,y,f,d
e,6.87,y,6.2,13.04,e,f,d
e,6.49,n,6.68,11.03,w,f,d
e,7.31,n,5.91,9.64,w,f,d
p,4.36,n,0.0,0.0,f,f,d
e,8.53,o,9.96,13.19,n,f,d
e,7.1,e,5.62,11.98,y,f,d
p,4.07,y,6.5,3.72,y,r,g
e,6.83,n,5.67,8.63,n,f,m
e,8.38,n,5.1,26.6,n,f,d
p,3.51,o,4.41,5.69,n,z,d
p,3.51,u,4.7,8.04,w,f,d
e,12.34,w,5.93,26.04,w,f,d
p,7.35,w,12.79,10.75,w,l,d
p,7.53,n,7.08,7.76,e,f,d
e,7.29,n,4.78,12.82,w,r,w
p,2.53,g,0.0,0.0,f,f,d
p,4.15,n,5.15,7.35,o,z,d
e,5.63,o,5.34,12.62,w,f,d
p,5.17,n,5.12,14.05,y,f,d
p,4.44,r,5.54,15.63,w,f,d
e,15.4,n,22.06,16.94,n,m,d
e,4.33,y,6.5,3.72,w,f,d
e,7.07,b,7.22,9.85,n,f,l
p,6.54,n,7.27,8.96,n,f,d
p,6.32,w,11.22,16.44,w,f,d
e,1.16,e,5.87,1.06,n,f,d
p,12.88,g,7.41,18.75,n,f,d
p,2.87,p,4.29,6.89,w,f,d
p,3.66,u,4.49,8.28,y,f,d
p,6.12,e,8.27,9.27,e,z,d
p,7.27,w,16.27,17.95,w,f,d
p,6.09,n,5.21,6.28,y,?,d
p,8.58,n,6.06,15.85,n,f,d
p,7.82,n,6.0,7.89,n,f,d
p,2.19,y,8.61,3.32,y,f,g
p,7.33,r,10.65,12.5,w,g,d
e,0.88,n,5.39,0.93,n,f,d
p,11.35,g,10.58,12.9,w,e,d
e,5.61,w,4.91,12.24,w,e,m
p,2.96,n,2.87,5.5,n,f,d
e,7.77,n,6.18,10.59,w,f,g
p,21.89,k,5.18,45.72,n,f,d
e,1.13,g,3.02,1.68,w,f,d
e,4.46,o,7.04,5.19,o,f,d
p,9.93,n,7.32,22.01,e,f,d
e,5.29,g,5.63,4.87,w,l,d
p,1.49,y,2.15,2.64,n,f,d
e,4.2,y,2.57,7.14,w,f,d
p,4.03,n,6.98,4.58,w,f,d
p,5.9,e,6.07,7.81,e,f,d
e,8.89,p,5.9,17.42,w,f,d
e,7.41,n,8.07,14.43,w,f,d
e,6.54,n,6.84,16.84,y,f,d
p,3.49,n,5.99,4.43,w,f,d
p,9.52,w,10.54,13.62,w,f,d
e,17.3,o,15.35,34.07,w,f,d
p,8.52,r,11.02,15.62,w,g,d
p,11.65,r,5.06,24.01,r,f,d
p,7.62,n,11.25,11.62,n,?,d
e,7.13,n,13.5,13.55,n,f,d
p,7.34,n,4.19,10.96,r,f,d
p,4.16,u,4.5,7.93,w,f,d
e,3.8,p,4.22,6.0,g,f,d
p,4.1,b,4.99,3.34,n,f,d
p,2.97,k,10.21,2.74,n,f,g
e,8.74,y,7.43,15.72,w,f,d
p,13.27,r,4.96,24.38,g,f,d
e,9.78,n,10.29,15.87,w,g,d
e,6.97,k,7.42,11.61,g,f,d
p,1.16,y,3.37,5.34,y,f,d
e,4.42,n,6.16,7.56,w,f,d
e,11.83,b,2.63,15.78,w,f,d
p,10.12,n,10.31,33.2,n,f,d
e,7.28,b,5.73,12.11,w,f,d
p,1.95,y,6.71,3.44,n,f,m
p,1.95,n,7.3,2.58,y,e,m
p,3.45,b,4.46,3.14,n,f,l
p,6.68,n,6.25,7.94,e,f,d
p,5.91,k,7.42,7.89,o,f,m
e,20.73,o,15.47,35.06,w,f,d
e,11.92,b,5.93,23.39,w,f,d
e,4.16,y,7.08,8.11,y,f,d
e,5.6,k,4.03,13.23,w,f,d
e,8.79,w,20.05,12.27,w,e,u
e,8.86,n,11.25,14.37,w,g,d
e,7.07,y,7.86,13.97,w,f,d
e,10.76,b,5.22,18.78,w,f,d
e,2.77,n,6.49,4.01,n,f,d
p,4.34,y,4.8,10.95,y,f,d
p,3.89,y,5.63,6.63,w,f,d
e,5.29,n,5.37,11.34,n,f,h
p,4.59,y,6.22,5.0,y,f,d
e,4.89,y,5.1,8.24,w,f,d
e,3.86,n,5.11,9.76,y,f,d
p,3.44,n,5.34,4.44,w,f,d
e,5.8,n,5.65,3.81,g,f,d
e,3.66,p,4.73,6.06,g,f,d
e,4.47,g,5.5,4.47,w,l,d
e,7.01,e,8.37,16.48,w,f,d
e,15.22,n,10.85,18.88,w,?,d
p,4.59,n,6.12,5.02,n,f,l
p,3.98,n,4.14,5.37,n,z,d
e,7.55,y,6.97,13.1,y,f,d
e,1.39,g,4.78,2.51,w,f,d
p,5.2,e,4.85,4.76,e,f,d
p,5.9,w,5.46,11.07,w,f,d
p,6.11,y,5.67,13.55,y,f,d
e,10.03,n,11.51,17.81,w,g,d
e,3.97,r,5.58,7.07,l,f,l
e,10.46,l,2.49,14.46,w,f,d
e,4.49,g,4.49,7.62,w,f,d
e,12.97,w,7.16,28.5,w,f,d
e,6.02,b,5.88,9.14,n,f,l
p,1.75,k,3.58,2.66,w,f,g
e,6.57,w,5.25,14.18,w,e,m
e,10.86,n,7.48,22.49,n,f,d
p,2.71,w,3.99,2.62,n,f,g
e,11.65,y,7.64,27.2,n,f,d
p,3.41,w,5.35,30.87,w,f,p
e,15.42,n,8.78,26.39,w,f,d
e,8.3,n,3.31,16.13,n,f,d
p,8.97,n,9.6,21.08,u,f,d
e,53.73,y,7.07,34.07,n,f,d
e,12.51,n,9.01,22.47,n,f,d
e,5.91,w,3.46,8.89,w,f,d
e,52.05,y,7.6,37.08,n,f,d
e,5.38,w,5.88,11.57,y,g,d
p,0.88,o,3.69,0.87,y,f,d
e,9.46,y,7.08,25.61,n,e,d
p,7.2,g,5.55,15.22,n,f,d
p,1.72,n,4.99,1.66,n,f,d
e,9.74,b,2.12,12.94,w,f,d
p,9.17,n,10.45,14.67,n,f,h
p,17.85,k,5.47,40.51,n,f,d
e,15.78,n,12.66,33.51,w,f,d
p,7.81,n,7.78,12.57,w,p,d
p,7.33,r,10.9,13.53,w,p,d
p,6.94,y,6.73,10.43,w,f,d
e,21.33,n,17.48,38.4,w,f,d
p,6.57,e,6.0,16.23,w,f,d
p,3.05,k,3.24,13.84,g,f,d
p,3.82,y,6.77,7.63,w,f,d
e,19.0,n,26.04,19.94,n,m,d
p,6.67,e,5.72,16.87,w,f,d
p,3.09,l,4.96,6.37,w,e,d
p,3.52,l,6.17,7.11,n,e,g
p,14.1,n,5.88,39.38,k,f,d
e,5.64,y,6.58,16.37,y,f,d
p,1.51,n,4.15,1.45,n,f,d
p,3.61,u,5.58,5.95,u,f,l
e,1.63,n,5.3,2.61,w,f,g
p,4.57,r,1.12,12.85,y,f,d
p,6.42,n,4.23,6.63,n,f,d
e,6.0,w,3.7,9.06,w,f,g
p,7.02,n,1.47,15.38,y,f,d
p,10.12,g,6.37,16.47,n,f,d
e,3.99,n,5.75,10.49,e,f,d
e,6.54,y,5.65,15.08,y,f,d
e,3.86,n,9.42,4.03,n,f,l
e,4.02,r,5.49,6.45,r,f,d
p,7.32,e,6.58,9.0,e,f,d
p,10.73,n,10.09,33.47,w,f,d
p,17.25,o,17.71,18.05,w,p,d
e,6.72,n,5.27,9.93,n,f,m
p,1.16,y,3.67,4.98,y,f,d
p,9.08,r,7.19,12.61,w,f,d
p,5.87,e,3.18,12.04,y,f,d
e,9.45,u,5.3,16.2,w,f,d
p,3.09,y,4.84,5.65,r,f,m
p,7.83,e,5.55,17.39,w,f,d
p,3.5,e,4.27,5.33,e,f,d
p,3.89,u,4.8,6.98,y,f,d
p,2.86,w,3.04,2.34,w,f,g
p,5.9,g,5.43,9.13,n,f,d
p,8.25,r,11.53,17.39,w,g,d
p,3.63,n,5.16,7.42,n,z,d
e,2.63,n,5.4,6.19,w,f,d
p,5.67,y,3.8,5.93,n,f,d
p,5.43,g,5.55,10.22,n,f,l
p,3.09,w,3.69,2.67,w,f,g
p,6.48,n,5.49,6.96,n,?,d
p,11.91,n,7.44,16.83,n,f,d
p,6.88,y,6.27,11.15,w,f,d
p,6.52,n,7.63,7.87,n,z,d
e,8.28,n,6.48,22.14,n,e,d
p,14.9,n,10.25,30.23,y,f,d
e,15.31,k,6.04,20.22,w,f,d
p,11.27,n,11.92,34.01,w,f,d
e,9.18,n,3.74,23.54,n,f,d
e,5.88,n,4.88,7.37,w,f,l
e,4.01,y,7.42,8.24,o,f,d
p,9.15,o,13.63,23.93,o,r,d
e,9.38,n,9.31,24.81,w,f,d
p,6.15,n,5.36,7.33,n,f,d
p,11.87,n,9.03,27.51,y,f,d
e,7.56,p,5.4,16.37,w,f,d
p,8.43,y,7.97,19.76,e,f,d
e,9.77,u,7.75,24.5,w,f,d
e,10.99,y,6.89,25.03,n,e,d
e,3.5,n,7.61,3.33,w,f,d
e,3.81,p,4.53,6.95,e,f,g
e,4.4,n,6.37,45.09,n,f,d
p,2.98,g,3.82,17.28,n,f,d
p,2.7,k,3.46,16.4,g,f,d
e,11.67,n,9.02,14.89,n,?,d
p,9.39,u,8.0,20.02,u,f,d
e,11.65,w,4.92,21.89,w,f,d
p,7.29,r,6.36,11.79,w,f,d
p,5.48,k,7.96,7.47,k,f,g
e,9.57,n,6.73,10.48,n,f,d
e,5.09,n,5.9,6.91,n,r,d
e,2.77,n,3.62,2.81,y,f,g
e,4.35,o,5.65,11.07,n,f,d
e,3.48,e,4.46,6.9,o,f,g
p,3.54,g,0.0,0.0,f,f,d
p,3.56,y,5.31,6.77,w,f,d
p,2.92,g,10.25,2.54,n,f,g
p,3.59,o,3.84,6.85,o,f,m
p,7.6,y,7.03,11.54,w,f,d
e,8.69,n,5.96,17.48,u,f,d
p,1.33,n,3.63,1.14,n,f,d
p,10.34,n,8.58,28.07,w,f,d
e,6.15,n,12.56,12.68,n,f,d
e,9.96,b,4.64,20.71,w,f,d
p,7.2,o,4.4,9.85,w,f,d
p,3.47,u,3.61,6.26,w,f,d
p,7.32,n,5.83,8.32,n,f,d
e,8.92,n,7.37,9.67,n,f,d
p,4.66,w,0.0,0.0,f,f,d
e,19.02,n,19.14,36.91,w,f,d
p,3.69,n,3.56,5.28,n,f,d
e,25.11,n,20.02,79.41,n,f,d
p,2.03,o,2.82,6.29,o,f,h
e,11.44,w,8.31,17.18,w,r,m
p,10.16,n,12.08,15.75,n,f,h
p,6.69,p,4.27,10.09,p,f,d
p,7.42,w,7.42,13.05,w,l,g
p,3.94,g,3.25,7.37,w,f,g
p,5.3,n,4.44,12.47,w,f,d
p,1.42,n,4.38,2.26,n,f,g
e,9.01,n,7.13,11.68,w,f,l
p,8.75,y,9.1,8.94,n,z,g
e,4.12,n,7.9,62.37,n,f,l
p,5.37,n,3.92,5.92,n,f,d
e,7.91,y,7.43,13.93,w,f,d
p,3.65,y,8.09,6.44,y,z,d
e,7.13,n,4.48,9.69,n,f,d
e,11.39,y,8.36,23.59,w,f,d
e,6.02,n,12.55,12.41,n,f,d
e,16.98,n,16.58,63.6,n,f,d
e,10.84,y,9.77,19.0,w,f,d
p,12.95,n,7.37,15.67,n,f,d
p,1.69,l,3.81,2.38,w,f,g
e,3.58,n,5.72,6.4,w,f,d
p,1.47,n,3.9,1.39,n,f,d
e,3.74,y,7.4,8.92,y,f,d
e,9.14,n,7.16,10.54,w,f,d
p,3.39,w,7.92,4.16,p,f,l
p,8.49,w,13.99,16.79,w,f,d
e,6.68,e,6.63,17.62,w,f,d
e,13.03,n,10.47,23.96,n,f,d
e,9.88,n,4.65,25.85,n,f,d
e,6.34,n,6.72,6.44,n,r,d
e,5.45,n,5.93,20.85,n,f,d
p,7.53,n,14.65,16.88,w,f,d
e,1.45,y,6.29,2.32,y,f,g
e,2.94,n,6.6,3.07,w,f,d
p,4.95,p,5.21,7.43,w,f,d
p,6.03,w,5.17,13.2,w,f,g
e,10.24,n,8.3,10.29,w,f,d
p,6.45,u,8.19,20.48,u,f,d
p,2.53,n,7.16,2.12,n,f,g
e,3.14,w,4.04,2.75,y,f,g
p,4.26,n,6.39,4.65,n,f,g
p,4.31,y,5.42,13.19,y,f,d
e,8.56,n,4.27,19.75,n,f,d
e,6.74,u,4.61,14.54,w,f,d
e,9.23,w,6.42,29.33,w,f,m
p,1.34,y,4.01,6.29,y,f,d
p,0.65,o,4.11,0.95,o,f,g
p,6.63,o,4.41,7.9,y,f,d
p,0.62,o,3.4,0.72,w,f,d
e,3.65,e,3.96,7.09,o,f,g
e,11.54,g,2.57,12.21,w,f,d
e,3.26,n,4.28,5.38,g,f,d
p,8.59,e,14.37,8.07,n,f,d
e,1.99,b,6.11,4.39,w,f,d
e,4.93,g,3.96,6.58,w,f,d
p,3.78,n,4.04,3.1,n,f,g
e,6.4,g,5.65,10.08,g,f,d
p,9.2,y,12.7,22.51,y,r,d
p,5.4,n,7.17,5.25,y,f,d
p,2.52,u,4.06,3.61,w,f,d
p,8.55,r,10.51,12.8,w,p,d
e,7.48,g,10.49,23.5,w,f,d
e,10.83,n,7.84,22.66,n,f,d
p,9.39,p,8.26,15.83,p,f,d
e,3.18,e,4.22,6.11,o,f,m
e,24.78,n,14.1,71.52,n,f,d
p,4.31,y,5.65,6.12,o,f,g
p,4.09,l,6.09,7.32,n,e,d
p,16.04,w,5.2,27.48,w,f,d
p,8.28,n,11.65,15.2,n,f,d
e,5.06,n,6.96,4.18,w,f,d
p,11.79,n,6.71,14.89,n,f,d
p,6.13,g,5.22,15.33,w,f,d
p,9.46,n,8.13,26.31,w,f,d
p,3.01,w,4.19,2.78,w,f,g
p,2.52,n,5.08,8.31,w,z,d
e,9.36,u,5.13,17.77,w,f,d
p,5.85,e,6.76,9.42,n,f,d
e,6.15,n,6.34,9.64,n,f,d
e,8.19,o,6.8,13.28,w,f,g
e,0.93,g,3.05,1.56,w,f,d
p,8.09,p,7.85,14.33,p,f,d
p,5.06,y,6.42,7.69,w,f,d
e,7.37,n,5.58,9.85,n,f,d
e,4.96,l,5.98,7.47,r,f,d
p,3.92,w,8.18,4.75,p,f,d
p,11.64,w,8.08,17.55,n,f,d
p,1.69,l,2.97,2.18,w,f,g
e,11.62,n,8.75,22.82,n,f,d
e,7.13,p,5.67,12.73,w,f,d
e,3.74,n,5.71,6.44,w,f,d
p,2.77,e,4.66,4.91,e,f,d
p,4.72,y,6.35,7.96,o,f,g
p,2.75,w,7.5,3.7,n,f,d
p,4.48,o,5.68,6.75,o,f,g
p,0.61,y,3.61,0.73,y,f,d
p,18.26,n,5.82,33.5,n,f,d
e,14.93,n,11.25,17.49,w,l,m
e,12.57,g,7.87,17.62,b,f,d
p,10.24,n,6.79,28.0,e,f,d
p,4.97,y,6.18,5.23,n,f,d
e,8.52,n,7.18,17.29,n,p,d
e,4.06,w,4.78,6.41,r,f,d
e,2.44,n,6.06,3.46,n,f,h
p,4.41,y,6.9,8.45,w,f,d
p,6.91,n,7.42,9.7,e,f,d
e,6.0,y,5.78,15.95,y,f,d
e,5.2,n,4.77,7.53,w,f,d
e,8.46,w,3.77,10.09,w,f,d
p,7.33,n,7.13,6.55,n,z,g
p,1.81,n,7.28,3.14,y,f,g
p,7.62,n,13.92,16.75,w,f,d
p,1.4,y,4.03,6.01,y,f,d
e,5.39,n,11.59,11.32,n,f,d
p,4.61,y,8.85,8.67,y,z,d
p,5.24,r,5.95,8.15,n,e,g
p,5.82,y,5.74,14.09,y,f,d
p,8.48,e,3.28,24.1,n,f,d
p,2.57,y,8.07,2.9,y,f,g
p,4.67,n,5.1,4.95,e,f,d
e,55.49,y,7.69,56.96,n,f,d
p,2.91,u,3.86,6.54,y,f,d
e,6.46,k,6.33,10.44,g,f,d
p,2.65,n,7.79,2.59,y,e,m
e,4.75,n,8.11,8.41,n,?,g
p,3.08,n,9.52,2.53,g,f,g
p,9.62,y,5.79,13.13,w,f,d
e,8.92,n,9.1,17.05,w,l,l
e,15.37,n,9.4,17.05,w,?,d
e,6.88,g,6.71,12.44,g,f,g
p,5.16,o,4.07,6.76,y,f,h
e,16.97,n,20.0,19.97,n,m,m
p,5.82,g,5.25,14.71,n,f,d
e,5.44,b,6.7,9.89,n,f,l
e,9.35,u,4.56,14.26,w,f,d
p,7.56,o,1.54,16.1,y,f,d
p,9.54,w,9.47,9.99,w,f,h
e,5.46,n,4.61,5.04,n,r,d
p,6.43,n,5.62,13.82,y,f,d
p,6.92,n,9.18,18.11,w,p,d
e,6.73,n,8.4,16.07,w,g,d
p,7.23,n,12.59,14.67,n,f,d
p,6.38,e,6.15,6.39,n,f,d
p,9.27,u,8.34,21.26,n,f,d
p,1.35,n,4.32,1.46,n,f,h
p,1.54,n,7.9,2.59,y,e,m
e,3.88,w,4.26,6.9,w,f,m
p,3.15,y,4.93,5.74,y,f,m
e,3.44,y,3.36,7.45,w,f,d
e,7.4,n,6.73,11.29,n,f,d
p,4.94,w,6.41,33.39,w,f,d
e,13.32,g,2.58,15.55,w,f,d
p,1.48,n,4.21,1.48,n,f,d
p,4.63,w,5.68,32.79,w,f,p
p,5.16,y,4.47,11.34,y,f,d
p,3.21,g,0.0,0.0,f,f,d
p,7.28,n,5.96,6.91,n,?,d
p,3.48,n,5.51,3.51,n,r,d
e,7.29,b,6.21,12.78,w,f,g
e,10.92,n,8.84,17.11,w,p,d
p,3.58,u,5.29,4.85,u,f,d
p,6.66,n,7.69,7.32,n,z,d
p,5.25,w,4.87,12.31,w,f,g
e,8.5,n,7.83,13.92,n,f,h
e,9.48,w,7.99,29.59,w,f,d
p,8.09,w,17.57,18.48,w,f,d
p,2.27,y,8.2,3.38,y,f,g
p,2.84,w,5.87,31.17,w,f,p
p,5.87,e,5.93,9.01,e,f,d
e,6.92,y,6.48,12.88,w,g,d
e,11.07,n,8.94,17.22,w,r,m
e,5.5,n,4.27,7.24,w,f,d
p,3.42,n,5.65,9.92,w,z,d
e,4.1,n,5.43,37.8,n,f,d
p,4.83,e,5.9,5.25,y,f,d
p,2.09,l,4.79,2.48,w,f,g
e,6.07,n,6.23,7.6,n,r,d
e,13.76,e,16.7,35.39,w,f,d
p,8.65,o,5.02,12.53,w,f,d
e,5.64,o,4.92,13.3,e,f,d
e,6.48,n,6.39,6.94,n,r,d
e,4.39,n,6.25,7.98,o,f,d
p,9.66,n,10.45,12.63,w,f,d
p,7.9,y,6.24,9.75,w,f,d
p,3.85,w,5.5,30.46,w,f,p
e,0.9,n,4.4,0.9,n,f,h
p,16.97,w,7.46,28.86,w,f,d
p,10.33,y,6.48,21.05,u,f,d
p,1.78,n,7.25,2.9,y,f,g
e,5.16,o,5.69,5.25,n,f,d
e,3.6,n,6.42,6.92,y,f,d
e,5.68,g,6.36,5.86,g,l,d
e,4.71,n,8.02,55.15,n,f,d
p,0.74,n,4.13,0.94,k,f,d
e,6.5,g,5.15,10.51,g,f,d
e,2.63,b,7.13,4.58,w,f,d
e,3.91,o,6.55,4.43,n,f,d
e,6.66,w,6.87,13.96,w,e,g
e,10.58,n,6.64,23.19,u,f,g
e,7.4,y,6.12,15.04,y,f,d
p,6.39,n,10.05,12.69,w,z,d
e,13.5,n,9.43,16.7,w,?,g
p,10.69,n,9.37,30.07,y,f,d
e,3.29,n,5.97,6.01,w,f,d
p,4.82,n,6.18,4.7,n,f,l
e,5.63,w,6.75,4.55,w,f,d
p,2.05,g,5.3,2.17,g,f,d
p,5.6,y,6.1,16.33,e,f,d
p,12.03,n,9.91,31.3,w,f,d
e,7.1,n,6.53,10.72,n,f,d
p,4.07,n,6.37,4.95,n,f,l
e,8.83,e,7.27,24.53,n,e,d
e,6.71,n,12.9,12.61,w,f,d
e,10.7,b,2.59,16.44,w,f,d
e,6.95,w,3.48,8.12,w,f,d
p,4.11,w,4.97,30.36,w,f,p
e,6.0,n,5.67,5.54,n,r,d
p,5.16,y,6.49,6.53,w,f,d
p,8.45,n,10.31,31.56,n,f,d
e,1.58,n,5.17,1.84,g,f,d
p,7.11,y,6.47,16.46,y,f,d
p,8.24,y,5.61,13.37,w,f,d
p,2.9,w,7.41,3.68,n,f,d
e,6.18,n,5.61,10.38,n,f,d
e,18.25,o,14.98,35.02,w,f,d
p,2.55,w,3.67,3.59,w,f,d
p,5.38,n,4.85,5.86,e,f,d
p,7.23,n,6.93,10.18,e,f,d
p,5.86,g,9.36,12.6,w,z,g
