@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,14.05,x,d,e,p,n,13.95,33.45,w,f,d
p,3.61,x,h,r,s,g,6.34,7.87,l,e,g
e,5.04,x,s,n,p,n,6.76,12.19,e,f,d
e,9.54,p,s,w,e,g,8.89,16.77,w,l,m
e,4.04,p,s,w,e,p,16.67,11.75,w,e,g
p,6.11,b,s,n,?,g,9.8,12.7,w,z,d
p,2.96,f,d,r,a,r,5.24,6.53,y,f,d
e,6.06,x,h,y,x,y,7.92,13.26,w,f,d
e,4.74,x,?,w,a,r,6.67,6.93,r,f,l
p,4.23,f,w,u,a,u,6.34,6.92,u,f,d
p,2.94,f,?,n,x,p,8.57,3.85,n,f,l
p,14.31,f,k,w,d,n,4.92,21.95,w,f,d
p,8.65,f,?,r,x,n,6.63,12.72,w,f,d
p,6.04,s,d,o,d,y,4.13,6.98,o,f,d
e,7.19,f,s,y,a,w,9.39,13.8,n,?,d
p,2.98,f,w,u,a,g,5.21,5.63,u,f,l
p,2.11,b,g,y,?,n,5.9,3.01,n,f,g
p,3.42,f,w,n,d,y,3.8,6.95,n,f,d
e,3.85,x,t,n,p,n,3.08,8.71,n,f,d
e,1.53,x,s,y,a,w,6.49,2.01,y,f,h
p,7.19,x,e,e,a,n,9.16,10.38,e,z,d
p,2.08,p,t,n,a,n,8.47,2.7,y,e,m
p,4.95,b,t,n,?,k,10.45,6.28,w,?,g
e,8.63,x,s,b,d,b,6.52,12.13,w,f,g
e,23.56,p,d,o,p,n,17.2,36.82,w,f,d
p,4.64,x,s,r,s,r,2.99,10.16,n,f,d
e,3.3,f,h,n,?,k,6.0,6.93,w,f,d
p,13.37,f,d,n,d,y,5.92,37.93,k,f,d
p,6.15,c,e,y,x,r,7.11,13.15,w,f,d
p,7.68,x,i,n,a,k,8.06,7.14,n,z,d
p,2.68,c,?,u,a,w,3.36,3.48,u,f,p
p,0.97,x,g,w,a,w,2.87,1.36,n,f,d
p,20.75,x,d,e,p,y,5.93,42.52,n,f,d
p,3.7,o,s,g,f,f,0.0,0.0,f,f,d
e,4.66,f,t,n,d,o,6.4,8.19,o,f,d
p,8.9,b,y,n,?,k,18.39,18.64,w,f,d
p,5.0,b,t,n,?,k,10.48,6.11,w,?,g
e,8.31,f,e,b,?,b,4.83,19.44,w,f,d
e,7.95,s,?,y,a,w,5.58,15.81,w,f,d
e,5.55,x,y,n,e,p,3.22,8.75,n,f,d
p,4.92,f,d,b,x,w,4.84,3.3,n,f,d
e,5.31,s,l,n,f,f,6.45,43.2,n,f,l
p,8.87,o,?,e,f,f,3.07,23.86,n,f,d
e,5.99,x,y,n,e,w,4.67,9.96,n,f,d
p,4.91,c,i,y,?,r,6.69,7.57,w,f,d
e,10.58,p,y,w,e,p,19.99,12.67,w,e,g
e,3.22,p,y,w,e,k,3.85,10.82,w,e,g
e,4.87,x,?,w,d,r,7.08,8.31,w,f,l
p,2.9,x,d,w,d,w,3.21,2.46,w,f,g
e,55.52,o,y,y,p,y,7.3,44.24,n,f,d
p,7.58,x,i,n,a,n,9.21,13.74,n,f,d
p,8.12,b,t,w,e,w,14.19,13.14,w,l,d
p,1.76,x,?,n,?,n,5.54,2.75,n,f,g
p,6.88,b,d,n,d,y,6.08,7.16,y,?,d
e,4.47,f,g,n,a,g,4.52,3.39,n,f,d
p,7.19,x,h,e,x,w,5.76,16.51,w,f,d
e,4.24,x,t,n,a,w,5.29,5.21,n,f,d
e,4.66,f,t,n,d,o,6.38,8.67,o,f,d
p,24.82,x,g,o,p,y,6.53,49.82,n,f,d
p,2.99,s,s,g,d,w,2.94,6.52,w,f,g
p,5.63,x,?,w,?,w,3.8,13.35,y,f,d
e,7.27,x,?,w,e,w,6.06,12.76,y,g,d
p,2.43,o,?,w,f,f,4.09,23.05,w,f,d
e,8.8,f,s,w,e,k,15.88,11.01,w,e,u
p,7.55,x,i,y,a,n,9.12,8.22,n,z,g
e,5.08,f,y,w,e,p,4.25,12.39,w,e,g
p,7.67,x,d,n,d,w,9.37,10.05,e,f,d
p,4.74,x,e,e,a,y,7.11,9.51,y,z,d
e,12.52,x,y,y,?,w,8.11,27.31,n,e,d
p,5.94,s,k,n,p,n,3.68,6.7,n,f,d
e,4.03,f,h,n,?,n,6.49,6.95,w,f,d
e,4.61,f,?,y,x,n,5.81,3.93,w,f,d
e,1.29,x,s,y,a,w,5.54,1.57,y,f,d
e,6.4,s,l,w,d,w,3.53,10.27,w,f,g
p,4.9,s,?,n,d,b,5.31,5.52,e,f,d
p,3.54,x,i,e,?,e,3.81,4.95,e,f,d
p,6.27,c,k,w,x,r,6.9,11.35,w,f,d
e,3.97,f,t,n,d,o,6.4,8.37,w,f,d
p,4.73,o,t,n,?,w,0.0,0.0,f,f,d
e,13.57,x,t,n,p,y,8.05,21.82,n,f,d
p,2.12,b,g,w,?,n,6.53,3.51,n,f,m
p,6.67,c,e,y,x,y,7.56,12.49,w,f,d
p,9.02,f,?,w,x,w,9.34,9.74,w,f,d
p,1.09,b,t,y,?,g,3.26,2.36,n,f,m
e,5.47,c,t,n,e,w,13.0,12.58,w,f,d
e,6.54,f,g,n,s,n,8.99,12.9,o,f,d
p,7.44,x,t,y,x,y,5.24,14.79,y,f,d
p,4.77,s,d,o,d,o,3.71,6.67,o,f,d
p,9.35,s,t,p,d,p,8.54,17.16,p,f,d
e,9.44,f,e,b,?,b,4.03,18.22,w,f,d
p,7.72,f,t,n,x,w,14.21,7.67,n,f,d
p,3.75,f,s,g,d,w,3.31,8.7,w,f,g
p,9.65,x,i,y,a,y,11.55,21.15,o,r,d
p,4.24,o,s,o,f,f,0.0,0.0,f,f,d
e,7.74,f,s,w,s,w,5.88,29.8,w,f,d
p,5.94,f,t,e,x,w,12.28,5.73,n,f,d
p,3.37,b,w,u,a,g,5.59,6.2,u,f,d
p,6.36,s,?,n,d,p,5.5,5.9,n,f,d
p,2.16,b,g,y,?,n,6.38,3.6,n,f,d
p,4.2,s,?,u,a,w,4.58,8.19,y,f,d
p,4.0,f,d,n,x,w,4.56,3.04,n,f,d
p,8.76,x,?,w,x,w,11.03,11.93,w,f,h
e,49.96,o,y,y,p,y,7.83,34.35,n,f,d
p,3.48,f,?,u,a,w,4.55,7.07,y,f,d
e,7.18,f,s,k,a,w,3.88,13.85,w,f,d
p,4.69,x,h,n,a,n,5.23,6.36,o,z,d
p,7.2,f,t,n,x,y,5.13,14.81,y,f,d
e,5.06,x,?,y,e,w,5.58,11.89,y,g,d
p,2.93,o,s,o,f,f,0.0,0.0,f,f,d
e,0.86,p,g,g,?,g,2.76,1.41,w,f,d
p,9.39,s,t,n,d,n,5.07,14.95,n,f,h
e,10.03,x,i,n,e,p,8.94,17.4,w,l,d
e,3.76,f,g,g,a,g,4.85,3.57,n,f,d
e,3.64,f,h,n,?,n,5.58,6.44,w,f,d
p,2.55,s,w,o,d,n,2.89,5.14,n,f,d
p,1.84,f,h,n,?,y,7.14,2.95,y,f,g
e,7.47,x,?,g,p,g,12.36,26.42,w,f,d
p,10.39,f,?,n,x,w,11.11,11.82,w,f,h
p,4.45,b,h,n,?,k,11.02,6.41,w,?,g
e,9.1,x,e,l,x,w,7.19,22.91,w,f,d
e,4.82,x,h,o,a,w,3.43,5.0,n,f,d
p,1.07,b,t,n,?,g,4.15,2.65,n,f,g
p,6.56,x,d,n,d,n,7.7,9.37,e,f,d
p,12.98,f,t,n,d,b,4.7,24.86,g,f,l
e,2.21,x,?,u,?,w,6.17,4.62,w,f,d
p,10.75,x,i,o,a,o,11.9,20.88,y,r,d
p,3.23,x,h,n,a,n,3.66,4.81,n,z,d
e,21.57,x,d,o,p,w,14.47,34.85,w,f,d
p,3.02,x,t,o,a,n,4.54,5.85,n,z,d
e,7.77,x,d,y,p,y,6.43,12.08,e,f,d
p,6.41,x,i,n,a,k,7.52,7.28,n,z,g
p,1.44,x,g,n,d,n,2.28,2.28,n,f,h
p,3.65,b,t,n,x,p,4.94,3.21,g,f,m
e,4.36,x,?,y,a,o,3.42,9.13,w,f,d
p,3.38,f,?,n,x,p,7.23,3.56,p,f,d
e,11.09,s,?,g,s,b,8.07,22.22,b,f,d
p,1.4,f,h,y,?,y,6.42,2.71,y,f,g
p,7.65,p,g,n,e,w,8.63,17.31,w,p,d
p,6.49,x,e,e,a,g,7.93,10.14,e,z,d
p,3.04,o,l,g,f,f,0.0,0.0,f,f,d
e,2.83,x,d,n,p,n,4.58,10.75,y,f,d
e,8.51,f,y,e,?,w,6.83,23.27,n,e,d
e,10.56,p,y,n,e,p,8.73,17.42,w,l,l
p,0.81,x,?,o,d,o,5.02,1.07,o,f,g
e,6.14,s,w,y,f,f,5.88,12.94,y,f,d
p,8.29,x,?,n,x,w,9.22,10.16,w,f,h
e,5.11,f,?,y,x,u,6.88,3.96,w,f,d
e,8.1,x,?,g,p,g,11.3,24.78,w,f,d
p,4.66,x,?,e,?,w,3.73,12.07,y,f,d
e,3.29,x,d,p,a,o,4.82,7.22,e,f,m
p,3.01,s,?,u,a,w,4.01,7.05,w,f,d
p,1.31,f,s,y,f,f,3.71,5.99,y,f,d
e,6.8,x,?,y,e,w,5.79,12.16,y,g,d
p,8.75,x,i,y,a,k,7.58,7.4,n,z,d
e,8.21,f,s,k,a,w,4.76,14.19,w,f,d
e,14.38,p,t,n,p,y,13.83,58.51,n,f,d
p,6.87,b,y,n,?,w,10.06,12.51,w,z,d
p,6.67,x,h,r,?,w,10.71,13.46,w,g,d
e,2.66,s,?,n,f,f,6.25,6.58,y,f,d
p,7.02,x,g,n,e,w,8.27,15.39,w,p,d
e,13.4,f,?,b,d,y,2.45,12.74,w,f,d
e,11.52,f,?,n,?,w,12.09,17.35,w,g,d
p,2.82,b,?,k,a,k,7.79,2.34,n,f,g
p,1.31,f,s,y,f,f,3.9,5.23,y,f,d
p,6.25,x,s,n,s,w,5.15,15.23,w,f,d
e,9.55,x,s,n,a,w,9.79,16.1,n,?,d
p,8.62,x,y,w,?,p,8.04,14.57,w,l,d
e,3.66,f,?,n,x,w,5.66,3.55,w,f,d
p,3.08,f,t,y,a,r,4.75,6.05,y,f,g
p,2.6,o,?,g,f,f,3.04,13.27,g,f,d
p,9.43,x,?,n,x,w,10.03,12.11,w,f,h
p,4.21,b,y,p,e,w,4.84,3.77,w,e,m
e,3.82,x,h,g,a,n,5.29,3.79,w,l,d
e,7.56,x,d,e,p,r,6.05,11.78,y,f,d
e,0.85,b,g,g,?,g,2.56,1.44,w,f,d
p,6.69,s,d,n,d,y,5.51,8.02,n,f,d
p,4.73,x,h,o,a,y,6.1,8.04,o,f,g
e,10.08,x,y,y,?,w,6.6,24.36,n,e,d
e,12.26,s,?,g,s,b,7.92,23.67,b,f,d
e,11.22,f,s,r,x,n,8.53,22.79,p,f,d
p,10.84,x,e,n,p,e,9.79,25.71,e,f,d
e,50.38,o,y,y,p,y,5.89,26.89,k,f,d
e,15.82,x,y,n,e,w,10.61,17.91,w,?,d
e,7.26,x,d,o,d,b,6.77,13.74,w,f,g
p,8.26,p,y,n,?,p,14.97,16.08,w,f,d
p,4.47,c,k,w,x,p,5.95,11.87,w,f,d
e,6.17,x,t,n,e,w,12.34,12.95,w,f,d
e,5.91,x,h,n,x,w,5.87,5.69,n,r,d
e,2.17,f,y,n,d,p,6.89,4.09,n,f,l
p,3.83,f,t,n,x,p,6.12,4.4,n,f,g
p,1.32,b,t,n,?,g,4.28,2.83,n,f,m
p,1.53,b,h,n,a,n,3.94,1.31,n,f,g
e,9.51,x,?,n,?,w,10.74,15.33,w,g,d
p,3.42,x,t,n,s,p,5.4,7.06,w,z,d
e,4.92,x,?,n,x,n,8.6,9.83,n,?,g
p,5.0,s,d,o,d,y,3.19,6.44,y,f,d
p,4.21,s,?,n,d,p,4.56,5.01,n,f,d
p,0.95,x,g,p,a,n,4.23,1.08,k,f,d
p,3.71,x,k,w,s,p,4.24,3.04,n,f,g
p,8.86,s,?,r,d,o,4.3,11.25,w,f,d
e,16.27,x,e,n,e,w,10.51,17.81,w,?,g
p,5.45,f,k,n,a,n,5.2,6.45,y,?,d
p,2.37,x,s,o,a,o,2.82,4.68,y,f,m
e,10.12,x,?,n,?,w,10.23,17.47,w,g,d
e,7.43,x,s,n,e,w,6.07,9.14,w,f,d
p,5.09,s,d,y,d,y,3.52,6.95,y,f,d
p,4.19,s,k,y,p,n,3.16,4.77,n,f,d
e,3.52,f,d,n,d,p,5.03,7.07,n,f,d
p,5.11,b,h,n,?,k,12.72,6.99,w,?,g
e,8.48,x,h,n,p,n,7.59,17.49,n,p,d
e,15.22,x,e,n,e,w,10.01,17.08,w,?,g
p,6.97,s,?,y,d,o,5.54,12.07,w,f,d
p,8.09,f,?,n,x,w,9.82,11.28,w,f,d
p,4.11,o,?,w,f,f,6.09,35.28,w,f,p
p,9.51,x,?,n,x,w,10.78,13.79,w,f,d
e,6.9,x,t,y,p,y,8.59,15.98,y,?,d
e,13.66,x,e,l,x,w,8.65,24.5,w,f,d
p,5.59,s,?,n,d,p,6.2,5.88,n,f,d
p,4.82,f,l,e,x,n,6.21,4.83,y,f,d
p,3.41,x,t,r,s,n,5.7,6.22,n,e,d
p,2.08,b,g,n,?,n,5.85,3.26,n,f,d
p,2.3,b,?,g,a,g,5.36,2.21,n,f,d
p,8.83,x,y,w,?,w,9.57,17.86,w,l,d
e,5.14,c,?,n,f,f,5.85,20.42,n,f,l
p,5.94,x,e,e,a,g,8.14,10.15,y,z,d
e,14.85,x,e,n,a,w,8.63,22.01,w,f,l
p,3.4,o,l,g,f,f,0.0,0.0,f,f,d
p,3.24,x,i,e,?,e,4.65,5.01,e,f,d
e,2.92,o,l,n,f,f,6.61,43.5,n,f,l
p,10.18,x,?,n,p,p,11.48,32.16,n,f,d
e,4.39,f,g,g,a,g,5.68,3.65,n,f,d
e,4.62,f,s,b,x,w,6.47,9.53,n,f,l
e,7.68,p,?,g,a,w,7.13,13.48,w,f,d
p,2.01,b,?,g,a,g,5.18,1.91,n,f,d
p,1.76,b,g,y,?,n,5.45,2.54,n,f,g
e,12.2,s,t,p,d,o,5.36,17.25,w,f,d
e,5.72,s,s,o,d,o,5.21,11.36,w,f,d
e,21.61,p,w,n,p,y,18.13,69.39,n,f,d
e,7.59,f,y,n,e,n,4.41,11.6,w,l,w
p,5.92,f,?,y,s,y,6.51,14.16,y,f,d
e,4.77,x,?,l,d,r,5.14,7.59,w,f,l
e,9.34,x,s,n,e,p,7.04,10.31,w,f,d
e,6.4,c,t,n,e,w,12.6,13.2,w,f,d
p,1.73,b,h,n,a,n,4.4,1.51,n,f,h
p,0.76,x,g,y,?,y,3.43,0.76,w,f,d
e,9.46,p,y,n,e,p,8.84,17.1,w,p,d
e,5.68,p,y,w,e,k,4.63,11.97,w,e,g
e,1.36,x,s,y,d,w,5.7,1.6,y,f,g
e,14.59,x,e,g,d,w,9.38,24.91,w,f,d
p,2.7,x,g,n,a,p,6.81,2.49,w,f,d
e,5.83,x,t,n,a,y,8.53,6.52,o,f,d
e,4.93,x,s,n,p,n,5.68,11.51,e,f,d
e,6.68,s,l,w,d,w,3.23,8.34,w,f,d
p,12.0,x,e,n,p,e,10.5,30.5,u,f,d
p,7.02,x,y,w,?,p,6.69,13.4,w,l,g
p,19.52,s,s,n,d,y,5.87,25.14,k,f,d
p,5.4,x,?,n,d,w,5.21,8.67,n,f,l
e,2.03,f,y,n,a,p,4.87,3.08,n,f,h
p,0.7,f,?,o,d,o,4.66,1.04,y,f,g
p,7.27,o,t,r,?,o,1.45,13.01,n,f,d
e,7.06,f,s,n,s,w,5.16,8.83,n,f,m
p,6.65,s,d,e,d,n,6.79,8.68,n,f,d
e,6.65,o,?,n,?,w,3.79,16.96,n,f,d
e,7.48,f,t,o,s,n,8.82,12.38,n,f,d
p,7.93,f,?,y,x,y,6.58,12.03,w,f,d
p,1.51,x,?,n,?,n,5.05,2.4,n,f,g
p,2.08,x,i,l,a,p,3.77,2.29,w,f,g
e,4.88,o,?,g,f,f,4.84,18.12,n,f,l
p,1.33,b,h,n,a,n,4.35,1.36,n,f,d
p,5.95,f,y,u,s,y,6.18,14.31,u,f,d
p,1.04,x,g,w,a,w,2.93,1.21,n,f,l
p,9.63,x,s,r,s,r,7.13,18.53,n,f,d
e,3.92,x,?,w,x,w,8.1,9.47,w,?,d
e,5.93,f,i,n,e,n,3.77,11.5,w,r,w
p,4.05,s,w,u,a,g,7.65,6.33,u,f,d
e,17.19,x,d,o,p,n,17.17,37.61,w,f,d
e,54.1,o,y,y,p,y,8.79,42.3,k,f,d
e,4.23,x,s,o,p,n,5.98,10.59,e,f,d
p,7.55,b,t,w,e,w,11.69,13.24,w,e,d
p,2.9,x,g,n,a,w,7.92,2.73,n,f,d
p,3.91,c,k,y,x,r,4.69,11.52,w,f,d
e,6.31,x,s,b,x,w,7.32,9.82,n,f,l
p,4.78,c,i,y,?,n,6.23,7.77,w,f,d
p,3.91,x,t,l,s,g,6.42,8.38,w,e,d
p,1.09,x,g,w,a,w,3.14,1.57,n,f,l
e,2.47,x,?,b,?,u,5.14,4.47,w,f,d
p,0.74,x,g,y,?,y,3.44,0.7,w,f,d
p,5.72,s,?,n,d,b,6.58,6.23,e,f,d
e,7.63,f,y,w,e,p,6.37,14.05,w,e,g
e,8.34,f,e,b,?,b,4.51,19.29,w,f,d
p,6.63,o,e,o,?,o,1.5,15.53,y,f,d
e,6.02,p,?,n,f,f,5.71,19.87,n,f,l
p,6.22,x,h,e,x,w,4.8,16.39,w,f,d
p,3.55,x,h,o,a,n,3.96,6.7,o,z,d
e,8.8,x,d,w,s,w,6.2,25.55,w,f,d
p,9.38,o,?,e,f,f,3.91,25.33,n,f,d
e,11.08,p,y,w,e,k,18.71,13.25,w,e,u
e,1.71,c,g,n,a,g,5.3,1.48,g,f,d
e,4.65,x,?,n,x,w,8.21,9.32,n,?,g
e,3.96,f,i,n,e,p,3.77,11.65,w,l,w
p,2.91,b,y,w,e,n,4.37,3.52,w,e,d
p,5.0,x,t,r,s,g,7.08,9.75,l,e,m
p,1.23,x,i,k,a,w,2.76,2.45,w,f,g
p,5.65,x,s,k,e,y,7.54,7.79,k,f,g
p,9.24,f,h,r,?,w,10.9,13.77,w,p,d
p,12.51,f,t,k,d,w,5.43,23.35,r,f,g
e,11.42,f,s,n,d,w,10.08,15.27,n,?,d
e,4.69,o,?,n,f,f,5.09,19.73,n,f,d
e,10.99,x,s,w,s,w,9.28,38.95,w,f,m
p,0.89,b,t,n,?,g,4.27,2.79,n,f,g
e,3.14,s,d,g,d,p,4.54,6.44,g,f,d
p,13.89,x,y,o,a,o,16.98,27.51,o,r,d
p,8.33,x,h,r,?,w,11.46,16.33,w,g,d
e,10.95,f,?,w,d,y,2.28,12.28,w,f,d
p,4.04,x,t,r,s,n,6.63,7.86,l,e,m
e,4.13,f,h,o,a,y,8.81,6.56,o,f,d
p,9.36,b,y,w,?,p,16.17,18.59,w,f,d
p,1.46,x,i,l,a,p,3.68,2.43,w,f,g
p,2.95,b,w,r,a,y,5.08,6.39,y,f,d
e,16.33,p,y,n,?,w,25.2,20.94,n,m,m
p,5.64,f,?,y,s,y,4.97,12.32,y,f,d
p,1.28,x,k,n,?,n,3.65,1.36,n,f,d
p,6.2,s,d,y,d,y,3.98,6.9,o,f,h
e,10.21,s,?,w,d,p,5.34,23.52,w,f,d
p,2.32,f,?,w,a,n,2.78,3.37,u,f,d
p,6.07,x,?,g,d,w,5.12,9.52,n,f,l
p,5.33,o,?,w,f,f,5.45,33.56,w,f,p
e,9.73,s,?,w,d,p,6.15,23.86,w,f,d
e,11.43,x,e,l,x,w,8.7,21.64,w,f,d
e,8.39,f,?,p,x,w,7.82,18.61,w,f,d
e,9.98,f,y,y,?,w,4.57,25.03,n,e,d
e,5.73,s,?,n,d,w,5.93,9.15,w,f,d
e,3.57,f,d,n,d,p,4.31,6.4,n,f,d
p,5.9,x,?,b,x,w,5.59,7.28,w,f,d
e,10.54,x,e,y,x,w,7.72,24.63,w,f,d
e,8.17,x,t,n,p,n,7.21,17.2,n,p,d
p,5.37,c,i,y,?,n,7.17,7.49,w,f,d
p,3.71,f,y,e,e,n,4.73,3.41,w,e,m
p,3.02,b,t,r,s,u,4.83,5.89,w,e,d
p,12.8,x,g,e,e,w,16.48,16.24,w,g,d
e,10.41,f,y,n,?,w,6.8,24.61,n,e,d
p,2.23,f,i,k,a,w,4.44,2.63,w,f,g
e,7.92,p,?,g,a,w,8.42,14.27,g,f,d
p,7.14,f,t,e,x,w,5.98,16.87,w,f,d
p,5.6,x,s,n,s,g,4.68,7.08,n,f,d
p,1.01,x,g,w,a,w,3.03,1.4,n,f,l
p,6.55,x,?,g,d,w,6.24,10.82,n,f,l
e,5.88,f,h,o,a,w,7.62,6.88,o,f,d
p,7.9,x,w,p,s,p,4.55,10.71,p,f,d
p,2.07,b,g,n,?,n,6.51,3.22,n,f,g
p,22.61,f,d,o,p,y,5.96,40.42,n,f,d
p,24.19,x,d,n,p,y,5.63,45.37,n,f,d
p,9.14,x,t,n,a,w,8.2,24.27,w,f,d
p,10.28,x,i,n,a,n,12.18,17.03,n,f,d
p,7.25,x,i,n,a,n,7.69,7.75,n,z,d
e,7.02,f,s,k,a,w,3.6,13.12,w,f,d
p,5.93,f,d,e,d,y,5.66,8.74,e,f,d
e,7.67,f,s,n,s,w,6.03,9.46,w,f,d
e,9.88,x,t,n,p,y,5.92,21.16,n,f,d
p,5.05,s,k,n,p,n,2.98,4.87,n,f,d
p,6.86,x,d,n,a,y,5.6,6.87,y,?,d
p,6.78,x,s,n,s,r,6.43,16.3,w,f,d
e,17.99,x,e,n,d,w,10.04,26.2,w,f,l
e,6.55,f,s,k,a,w,3.7,12.82,w,f,d
p,4.97,f,k,n,p,n,3.33,3.98,n,f,d
e,8.24,x,h,n,p,y,7.19,16.76,n,p,d
p,3.74,x,t,n,s,p,5.13,8.01,w,z,d
p,1.56,x,?,n,?,n,5.59,2.67,n,f,g
e,3.96,s,d,u,d,p,4.71,6.86,g,f,d
e,8.09,x,h,y,p,y,6.23,14.49,y,?,d
p,3.04,b,?,n,a,n,8.27,2.4,n,f,g
e,9.43,x,s,y,a,w,8.1,13.98,n,?,d
e,7.53,x,l,w,d,w,3.45,8.89,w,f,g
p,17.59,s,k,w,d,n,6.24,27.16,w,f,d
e,5.67,c,h,n,e,w,13.88,13.29,w,f,d
e,3.72,x,h,n,?,n,5.8,6.57,w,f,d
p,8.91,f,?,y,x,n,6.77,11.41,w,f,d
p,4.3,x,?,e,?,r,4.13,11.73,y,f,d
e,8.34,s,?,u,s,u,5.87,17.03,u,f,d
p,7.83,p,?,n,p,w,8.13,22.79,n,f,d
e,3.68,f,d,g,d,p,4.3,5.68,g,f,d
p,3.5,b,w,u,a,g,5.78,5.09,u,f,l
p,1.19,x,s,y,f,f,3.24,6.16,y,f,d
p,7.93,f,w,p,s,p,4.77,9.99,p,f,d
p,12.52,f,?,n,e,w,11.33,14.89,w,e,d
e,6.04,x,?,w,e,w,5.76,13.27,w,g,d
e,6.68,x,l,w,d,w,3.46,8.78,w,f,d
e,10.29,p,y,n,e,p,9.06,17.5,w,p,d
p,5.78,x,?,y,s,y,4.95,11.23,y,f,d
p,3.51,x,y,y,a,w,5.18,3.43,y,r,h
p,4.52,s,d,o,d,o,4.35,7.02,y,f,d
e,3.37,f,s,w,d,w,3.58,6.09,w,f,m
p,3.84,x,y,n,a,w,5.35,3.61,y,r,g
p,2.44,o,l,g,f,f,0.0,0.0,f,f,d
e,10.7,f,?,u,s,b,7.67,20.22,b,f,d
p,2.83,f,w,n,d,y,2.76,4.78,n,f,d
p,2.07,b,?,n,a,g,5.05,1.93,g,f,d
p,13.46,f,?,g,e,w,10.91,17.07,w,e,d
p,3.92,x,s,y,a,y,5.4,5.68,o,f,g
e,10.35,x,s,e,a,w,8.91,12.71,n,?,d
e,6.57,x,h,n,e,w,11.83,12.28,w,f,d
p,1.54,x,k,n,?,n,3.65,1.42,n,f,d
e,7.8,f,?,n,?,w,10.63,15.48,w,g,d
e,6.89,x,d,e,p,r,5.05,12.1,y,f,d
p,8.03,b,y,w,?,k,16.36,18.18,w,f,d
e,9.43,x,h,y,p,y,8.09,15.94,y,?,d
p,3.12,f,s,w,d,w,2.98,7.81,w,f,g
p,9.39,x,?,n,p,p,9.34,27.03,n,f,d
e,7.92,x,?,n,a,w,6.99,13.64,w,f,d
e,6.54,p,?,g,f,f,5.86,22.66,n,f,d
e,12.46,f,s,y,x,n,8.75,25.58,n,f,d
e,4.19,f,y,n,s,g,4.24,7.29,w,f,d
e,5.01,x,t,n,d,o,6.36,8.82,w,f,d
e,1.53,f,g,n,a,w,6.05,1.09,n,f,d
e,9.47,s,?,n,?,w,5.2,22.57,n,f,d
e,2.58,x,h,n,?,k,5.67,6.13,w,f,d
p,0.8,x,g,e,a,n,3.53,0.97,k,f,d
e,11.9,s,s,u,x,n,8.79,26.53,n,f,d
e,6.45,x,?,w,e,w,5.92,12.58,w,g,d
p,4.79,s,k,y,p,n,3.2,4.83,n,f,d
e,7.1,x,h,y,p,y,7.3,13.22,y,?,d
p,3.92,f,k,n,s,p,3.26,2.44,n,f,g
p,1.28,f,s,y,f,f,3.72,5.56,y,f,d
e,3.17,b,y,n,?,n,6.78,3.0,w,f,d
p,1.65,x,?,n,?,n,5.07,2.7,n,f,g
p,5.1,s,?,e,d,b,5.76,4.87,e,f,d
e,9.85,x,h,n,p,y,9.79,19.6,n,p,d
e,7.06,s,?,y,a,w,5.84,16.86,w,f,d
e,8.57,x,e,l,x,w,5.99,10.83,w,f,d
p,5.66,x,e,e,a,y,6.02,8.87,n,z,d
p,16.84,x,s,y,s,p,7.5,18.44,n,f,d
p,7.58,s,?,o,d,o,4.5,11.93,w,f,d
p,4.87,c,i,y,?,n,6.12,7.42,w,f,d
e,14.92,x,e,n,e,w,10.25,17.22,w,?,g
p,3.55,x,t,o,a,n,4.83,6.22,n,z,d
e,9.14,x,y,n,e,p,9.28,17.28,w,l,d
e,7.6,s,?,n,s,p,7.66,19.74,u,f,d
p,3.09,f,w,u,a,u,4.75,4.84,u,f,l
p,4.14,x,t,l,s,n,6.29,7.87,n,e,g
p,2.85,x,t,n,s,p,5.24,6.92,w,z,d
p,3.28,b,y,n,?,w,5.35,4.38,w,f,d
p,1.64,b,g,o,?,n,5.52,3.07,n,f,m
e,2.62,x,s,w,d,w,3.53,6.13,w,f,g
e,3.62,s,d,g,d,p,3.82,5.26,n,f,d
e,6.66,x,?,n,p,g,11.64,23.82,w,f,d
p,3.85,s,k,y,p,n,2.7,4.8,n,f,d
e,3.6,x,?,n,x,n,6.6,3.9,w,f,d
e,7.3,f,s,n,s,w,6.34,9.95,w,f,l
e,1.09,b,g,g,?,g,3.01,1.5,w,f,d
p,2.69,s,d,w,a,w,3.21,2.27,w,f,g
p,3.6,b,w,u,a,u,5.21,5.5,u,f,l
e,7.0,x,d,n,p,y,5.45,12.47,y,f,d
p,7.72,b,t,w,e,w,12.96,12.67,w,l,d
